instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
27,Reel Big Fish,Boyfriend,5en3F0KF3ryCtPfq1Lgzau,13,0.00897,0.308,191588.01073389917,0.664,5.14e-06,D,0.112,-8.568,Major,0.0338,102.93,4-Apr,0.484,Ska
28,Mischief Brew,Lancaster Avenue Blues,6bMIExEulvwM2X6zsuiYwr,18,0.00418,0.436,320293.0,0.861,0.0,D,0.28,-5.936,Minor,0.0416,124.285,4-Apr,0.647,Ska
29,Madness,The Prince,7zlJoIcTDgKy3qtqeOjump,23,0.00386,0.632,199040.0,0.852,0.00195,G,0.0707,-6.134,Major,0.0424,98.346,4-Apr,0.862,Ska
30,empty_field,Looking Out For Number One,3ZbsXBvUJ9mUTqnKH95fwF,22,0.0133,0.247,112973.0,0.928,0.0,D,0.55,-4.106,Major,0.127,178.626,4-Apr,0.533,Ska
31,empty_field,Lonely Girl,0maQx8aiABBEAwW8L7vsU5,14,0.000744,0.32,203333.0,0.89,0.00266,G#,0.343,-3.957,Major,0.0419,89.057,4-Apr,0.568,Ska
32,Los Caligaris,El Amor Nunca Pasa de Moda - En Vivo,7lVNTXkI3cHFvcXiI8damb,46,0.136,0.56,191588.01073389917,0.641,2.18e-06,A,0.981,-8.634,Major,0.05,167.876,4-Apr,0.437,Ska
33,Los Fabulosos Cadillacs,El Impacto,0PWnTLrryhbYaRSGF6CsHf,37,0.29,0.4,239200.0,0.523,0.649,D,0.374,-9.203,Minor,0.029,?,4-Apr,0.0507,Ska
34,The Supervillains,Get out da Way,0oUFhOyg2YUqlZtxoHw8gN,17,0.00791,0.59,188200.0,0.629,0.000175,G,0.132,-13.846,Major,0.0629,186.124,4-Apr,0.65,Ska
35,Stranger Cole,When You Call My Name,2ySAZEQqAX327cuIrSA2MA,20,0.486,0.797,194267.0,0.658,0.0586,F,0.0907,-6.425,Major,0.0344,?,4-Apr,0.966,Ska
36,The Wailers,African Herbsman,4ObxJP7kYUkBqpiklCzrBo,17,0.736,0.828,143933.0,0.498,0.00976,F,0.104,-8.669,Minor,0.206,107.573,4-Apr,0.845,Ska
37,Propagandhi,Nigredo,3tvqPPpXyIgKrm4PR9HCf0,32,0.00978,0.346,252800.0,0.928,0.00441,G#,0.0874,-5.068,Minor,0.0893,145.76,4-Apr,0.361,Ska
38,empty_field,Amores Lejanos,1YuCTj9wRtIPtIYZesNFjN,57,0.277,0.74,295013.0,0.795,5.2e-06,A,0.323,-5.295,Minor,0.031,120.004,4-Apr,0.586,Ska
39,Pepper,Stormtrooper (Live),47QFkYXQm9B5rCm5At66zj,16,0.393,0.452,108880.0,0.819,0.0,B,0.809,-5.539,Minor,0.223,?,4-Apr,0.809,Ska
40,Los Pericos,Satélite de Vos (En Vivo),3pegwzmIu6j8rWq6G7z8Np,41,0.254,0.625,255456.0,0.55,0.000326,A,0.727,-9.313,Major,0.0285,85.047,4-Apr,0.29,Ska
41,NOFX,Please Play This Song On The Radio,3PMp2B6g2esBKn47kTrpcG,45,0.00886,0.573,136667.0,0.936,0.0,G,0.38,-7.396,Major,0.09,113.433,4-Apr,0.482,Ska
42,Five Iron Frenzy,It Was a Dark & Stormy Night,5HxfLkSX2Nl7BErO1q15sa,28,0.000141,0.419,191588.01073389917,0.881,1.27e-06,F#,0.188,-5.323,Minor,0.0673,178.196,4-Apr,0.46,Ska
43,Goldfinger,Question,3D5s1UjD45fcnsPsYLFmZ8,31,0.00516,0.583,178360.0,0.924,0.00117,D,0.144,-6.496,Major,0.0415,100.633,4-Apr,0.889,Ska
44,empty_field,So Many Millions,2rhJ5aL37Tc40c2lWUrsJB,17,0.0885,0.502,348240.0,0.973,0.00363,B,0.0915,-6.659,Minor,0.127,103.556,4-Apr,0.47,Ska
45,Ska-P,Ska-Pa,1ONHsWeZjE5Uj5h1wVSCoq,20,0.149,0.76,232969.0,0.958,7.19e-06,D,0.121,-6.787,Minor,0.0686,?,4-Apr,0.848,Ska
46,Star Fucking Hipsters,9/11 Was (An Inside Joke),3ejiBES85FovlVRKGAjIHG,24,0.0054,0.288,190013.0,0.954,0.00611,C#,0.122,-6.087,Minor,0.156,92.452,4-Apr,0.202,Ska
47,NOFX,New Year's Revolution,1s5wRbjKYS4PwvRiUDGtVt,20,0.00112,0.448,139133.0,0.843,7.26e-06,G,0.126,-6.358,Major,0.0792,129.801,4-Apr,0.287,Ska
48,empty_field,The Brightest Bulb Has Burned Out / Screws Fall Out,597i9UhHbW8hHgBUp8Tm54,37,0.00328,0.297,284067.0,0.728,0.000253,A,0.447,-3.323,Major,0.0611,90.82,4-Apr,0.8,Ska
49,The Mighty Mighty Bosstones,1/02/08,0oSk2c3yk4WF52CsbKFB8i,30,0.00564,0.373,158827.0,0.95,0.0,A,0.309,-5.071,Major,0.0645,96.18,4-Apr,0.691,Ska
50,Descendents,Iceman,2Q3FJOefslKB30ubrYiRjK,25,0.00542,0.486,194333.0,0.73,0.000582,C#,0.0919,-11.561,Major,0.071,119.009,3-Apr,0.651,Ska
51,empty_field,I Must Be Hateful,7FeLo6k5fhgXyGTPaK6VLi,34,0.000177,0.164,209733.0,0.965,0.0,B,0.206,-4.672,Major,0.0799,172.404,4-Apr,0.454,Ska
52,Mad Caddies,Spare Change?,6VojZJpMyuKClbwyilWlQj,27,0.269,0.858,189893.0,0.529,4.3e-05,C,0.196,-7.078,Major,0.0455,82.866,4-Apr,0.775,Ska
53,The Techniques,Queen Majesty,0sgnJ5LFjEy2IuQ99NEZ1C,31,0.792,0.679,191588.01073389917,0.227,0.607,C#,0.112,-15.293,Major,0.0619,87.553,4-Apr,0.527,Ska
54,The Mighty Mighty Bosstones,Royal Oil,4HAm0GNYIHLIMJxVO5U3rW,39,0.264,0.742,158933.0,0.662,0.000167,A,0.352,-7.33,Major,0.0473,?,4-Apr,0.971,Ska
55,U.S. Bombs,Roll Around,4TBHKJt6BucrVlMPbzCc0o,22,0.0021,0.218,141373.0,0.935,0.000183,C#,0.284,-3.894,Major,0.145,181.103,4-Apr,0.675,Ska
56,Against Me!,Borne On The FM Waves Of The Heart,5TJ025YL3gsi9c375RVmZy,44,0.000109,0.458,249600.0,0.82,4.95e-05,C#,0.08,-3.514,Minor,0.0273,125.441,4-Apr,0.429,Ska
57,The Flatliners,Lifers,00nOWzG082dVONjO5rW609,29,1.73e-05,0.235,191467.0,0.977,0.000155,C,0.322,-4.48,Major,0.102,170.079,4-Apr,0.394,Ska
58,Operation Ivy,Junkie's Runnin' Dry,3sJhgwY2sSKA35nKM9mAV1,34,0.00235,0.223,125573.0,0.8,0.000874,F,0.412,-4.333,Major,0.0433,73.178,4-Apr,0.966,Ska
59,Los Caligaris,Mejilla Izquierda,4SyadrABZJIjeND1HPJS31,52,0.132,0.757,229280.0,0.888,0.0,A,0.139,-5.636,Major,0.156,150.079,4-Apr,0.543,Ska
60,empty_field,Rudy Mills,7zR51z6jCcssfMVlexdpFJ,26,0.344,0.763,191588.01073389917,0.34,0.00239,G,0.0893,-12.228,Minor,0.0587,88.15,4-Apr,0.83,Ska
61,The Jam,Away From The Numbers,6m9n6368I3cA4b1xSmmujM,31,0.000318,0.304,241827.0,0.785,1.91e-05,G,0.0486,-8.901,Major,0.0308,134.771,4-Apr,0.659,Ska
62,empty_field,Forman Freestyle - Rarities Version,25Rqv3LgQihNFtILEw5tUn,23,0.0176,0.591,256560.0,0.566,0.692,E,0.118,-8.099,Major,0.0778,?,4-Apr,0.331,Ska
63,empty_field,12 Days Of Christmas,4E1R0vG10ed0wDhjn09kTG,23,0.000637,0.25,215960.0,0.851,0.0,A,0.161,-4.728,Major,0.0892,166.207,4-Apr,0.519,Ska
64,Tsunami Bomb,Breakaway,098ttCNmncrO4YvqWUNMvn,21,0.0184,0.525,191588.01073389917,0.728,0.0,C,0.265,-5.7,Major,0.0541,125.052,4-Apr,0.374,Ska
65,Direct Hit!,Bleach Music,2ig0x2zNvcOugS1Z0YCnHb,22,0.000594,0.508,182947.0,0.946,0.00129,F#,0.077,-3.204,Major,0.0677,166.029,4-Apr,0.961,Ska
66,empty_field,Start Today,1irJ0ImQh8yjbk2yG1g2zJ,15,0.00217,0.481,116933.0,0.886,0.018,F#,0.142,-7.625,Major,0.0671,111.438,4-Apr,0.904,Ska
67,The Vandals,43210-1,7JwviIW79css6uXVA3NubT,23,0.00202,0.261,161293.0,0.957,0.00704,D,0.325,-4.376,Major,0.238,171.997,4-Apr,0.552,Ska
68,The Slackers,Come Back Baby,4EtBqEuqmsc1MNobNKrEYf,22,0.484,0.646,255307.0,0.35,3.95e-06,F,0.101,-11.922,Major,0.0922,141.999,4-Apr,0.763,Ska
69,Save Ferris,Modified,3jagGO7eHHuaD53ibehkux,21,0.0103,0.488,191588.01073389917,0.957,0.000399,F,0.324,-3.747,Major,0.0393,94.091,4-Apr,0.642,Ska
70,Lagwagon,Runs in the Family,3VghickLedNJwuE9iFdFlW,26,0.00113,0.515,116200.0,0.887,0.0,A#,0.0294,-4.816,Major,0.0541,97.699,4-Apr,0.841,Ska
71,Jimmy Cliff,No Justice,5aOpzm8W8zysk4asB9hxJw,28,0.000383,0.802,241493.0,0.465,0.00519,B,0.0613,-12.493,Minor,0.2,146.578,4-Apr,0.929,Ska
72,The Flatliners,Indoors,2iAy8pc1c5qEyHBETuiVP4,40,5.24e-05,0.166,216405.0,0.799,0.00248,D,0.125,-5.903,Major,0.0662,158.636,4-Apr,0.409,Ska
73,The Briggs,My Own Enemy,6HPFrapXVNAofWKdIuxvKF,15,0.00838,0.399,153560.0,0.978,0.0,E,0.55,-3.195,Major,0.153,?,4-Apr,0.535,Ska
74,The Suicide Machines,Black And White World,48sF2RpuNbsHok1EEBucuv,19,0.114,0.552,111733.0,0.98,3.59e-05,F,0.112,-3.826,Minor,0.19,106.518,4-Apr,0.768,Ska
75,Panteon Rococo,Esta Noche,40aRahv7UIPiX2Dlq4QeMY,63,0.0765,0.545,206600.0,0.943,0.0106,C,0.0442,-5.4,Major,0.0875,190.053,4-Apr,0.694,Ska
76,Rancid,The Way I Feel,3ALUfg1ISMMi1c38tOKk9E,35,0.000508,0.433,191588.01073389917,0.985,4.01e-05,C,0.0605,-4.625,Major,0.116,?,4-Apr,0.488,Ska
77,Propagandhi,Dear Coach's Corner,63zmiYZRPVSRLoYXbqfLPv,45,0.00474,0.391,191588.01073389917,0.887,1.34e-06,D#,0.353,-7.035,Minor,0.0737,109.815,4-Apr,0.379,Ska
78,Jaya The Cat,Shit Jobs for Rock,4AqKsw2L3gvMgjX2iJRZvw,25,0.0162,0.567,154067.0,0.887,0.0,C,0.217,-5.71,Major,0.129,162.487,4-Apr,0.928,Ska
79,empty_field,Conversations with Creation,7GQqj9jRtDkMp8zByehXQI,15,0.00161,0.577,191588.01073389917,0.881,1.19e-06,A,0.228,-6.794,Major,0.0447,?,4-Apr,0.775,Ska
80,Toots & The Maytals,Fever,1jXAStdrfU2q7QUGkgRmnx,29,0.193,0.879,145640.0,0.448,2.78e-05,F,0.0699,-11.958,Major,0.0402,102.324,4-Apr,0.979,Ska
81,Soda Stereo,Cae El Sol - Me Verás Volver Gira 2007,3DQisSEr1TLp9H0BEeKiQS,43,0.00229,0.547,259440.0,0.936,0.0186,E,0.703,-4.277,Minor,0.0381,?,4-Apr,0.528,Ska
82,The Cat Empire,La Sirène,0fKWz3HVqBjWztAKI9UYRg,45,0.163,0.613,197573.0,0.735,0.00865,E,0.305,-6.337,Minor,0.0364,165.193,4-Apr,0.857,Ska
83,The Supervillains,Snow White,4wwyCumdNnXjIGt7YyLCJE,16,0.000648,0.539,167027.0,0.521,3.84e-05,E,0.063,-13.902,Minor,0.0543,148.16,4-Apr,0.87,Ska
84,Catch 22,Prologue,3Jc6X15OZCCyhGSHBF4hwB,32,0.0142,0.41,190933.0,0.843,6.24e-06,G,0.109,-7.619,Major,0.103,88.846,4-Apr,0.361,Ska
85,The Mighty Mighty Bosstones,Where'd You Go?,3IAa91nlkpwmZWRcrOUFrI,33,0.00496,0.566,191588.01073389917,0.764,0.00517,A,0.058,-9.153,Major,0.0441,137.697,4-Apr,0.905,Ska
86,Long Beach Dub Allstars,Sunny Hours Reprise,4MvHb89wSUydF9zQhyxrJj,26,0.05,0.783,210507.0,0.735,0.000111,A,0.072,-3.573,Major,0.0319,96.284,4-Apr,0.472,Ska
87,All,Hot Rod Lincoln,6CBLS6BxGCsbzKdSiKSxHC,20,0.0173,0.787,191588.01073389917,0.724,0.0,C,0.434,-13.601,Major,0.157,123.547,4-Apr,0.875,Ska
88,Save Ferris,Sorry My Friend,3Dh10QBwBWVQAMJNNhLRq4,32,0.00563,0.283,188093.0,0.842,7.64e-06,A,0.0718,-5.956,Major,0.0645,196.261,4-Apr,0.87,Ska
89,empty_field,Happy Guy,3DatvHDs1GsEX4ySttaYd1,36,0.000193,0.464,118973.0,0.963,3.38e-05,C,0.181,-7.434,Major,0.051,116.319,4-Apr,0.691,Ska
90,empty_field,Whoa on the Whoas,6VD2YPeb1P3BCP5q0lZHrs,21,0.00334,0.423,42533.0,0.775,0.0,D,0.234,-6.814,Major,0.102,110.164,4-Apr,0.532,Ska
91,Dance Hall Crashers,Queen For A Day,1aXRrTUmTplR5Sy9ujDDDi,13,0.0292,0.537,169573.0,0.903,0.000316,B,0.339,-5.144,Major,0.0452,130.825,4-Apr,0.796,Ska
92,Ska-P,Intifada,05re487C0a3bJNZnPfDqMp,48,0.000946,0.638,191588.01073389917,0.978,5.1e-06,C#,0.355,-3.184,Major,0.0753,110.05,4-Apr,0.644,Ska
93,The Planet Smashers,Life of the Party,3H179O48ynsu9q8LOnFQZY,26,0.0404,0.626,144133.0,0.955,0.0,F#,0.256,-4.466,Minor,0.0766,172.597,4-Apr,0.969,Ska
94,Los Cafres,La Receta - Versión 25 Años [Live],11WVHlpPUHxg7CmbBxWJRr,36,0.173,0.665,191588.01073389917,0.729,6.64e-06,C#,0.771,-5.711,Major,0.0409,86.59,4-Apr,0.814,Ska
95,Cock Sparrer,Us Against the World,2Cd9iWfcOpGDHLz6tVA3G4,26,0.0397,0.445,163566.0,0.921,0.0,A,0.141,-2.001,Major,0.052,156.089,4-Apr,0.717,Ska
96,Me First and the Gimme Gimmes,Superstar,6TabSNWjEENMHEDhyY3BG9,26,0.000474,0.305,200707.0,0.893,0.00472,C,0.181,-6.089,Major,0.0453,106.282,4-Apr,0.558,Ska
97,Toots & The Maytals,I Shall Be Free,1EZhWJQFf85g6d055Gji8c,24,0.919,0.363,244120.0,0.628,0.514,C,0.165,-6.281,Major,0.0351,105.461,3-Apr,0.446,Ska
98,Jackie Mittoo,Totally Together,0A9DOIanDkwtxDjC4xf7D7,30,0.182,0.959,191588.01073389917,0.642,0.49,E,0.0595,-9.216,Minor,0.0538,?,4-Apr,0.889,Ska
99,NOFX,Professional Crastination,1o8AMHvfWHkqyhOsa9KbYg,25,0.00121,0.323,166440.0,0.902,1.31e-06,A,0.242,-7.97,Major,0.137,149.583,4-Apr,0.24,Ska
100,Lagwagon,Everything Turns Grey,5OusUgzHz6Ulb3GZT7WUo5,30,0.0128,0.461,191588.01073389917,0.972,0.00126,C,0.476,-5.296,Major,0.0657,99.334,4-Apr,0.573,Ska
101,The Aggrolites,Death At Ten Paces,2puHJmjL4jvO19aEA7kzcb,20,0.202,0.792,173107.0,0.787,0.851,G,0.512,-6.741,Major,0.144,107.76,4-Apr,0.962,Ska
102,Don Drummond,Dr. Dekker,44gyLXrvzOwNPAz72paErN,42,0.351,0.866,175360.0,0.544,0.683,C,0.055,-10.88,Minor,0.0614,124.182,4-Apr,0.967,Ska
103,The Aquabats!,Luck Lady Dragon!,1eYgb5jt3qBEICuwHDyjW9,21,0.0263,0.609,226480.0,0.937,0.0,C#,0.109,-4.37,Major,0.0521,127.038,4-Apr,0.961,Ska
104,empty_field,African Starship,69nbJrr1bSqG1xCKBHK2R9,28,0.173,0.678,246514.0,0.505,8.49e-06,D,0.0443,-7.573,Major,0.0853,129.917,4-Apr,0.382,Ska
105,Descendents,Limiter,1IXa70EPedlpafPL7Ood2z,28,0.000494,0.404,127145.0,0.975,7.69e-05,F#,0.106,-3.7,Minor,0.142,191.824,4-Apr,0.672,Ska
106,The Melodians,Sweet Sensation,7cKMckTjZK3tBUkA2ACPO9,44,0.104,0.958,232667.0,0.569,0.169,C,0.0778,-7.895,Major,0.0712,?,4-Apr,0.966,Ska
107,The Aquabats!,Magic Chicken!,1F49DOWsdT6Jc1pRWh88P2,26,0.00936,0.624,220747.0,0.927,7.27e-05,G,0.324,-4.832,Major,0.198,180.199,4-Apr,0.871,Ska
108,The Aquabats!,"It's Crazy, Man!",1sbQJQp0KXEUGr3VdL6L9l,14,0.0699,0.67,306267.0,0.492,0.00197,A,0.884,-14.879,Major,0.2,104.703,4-Apr,0.0643,Ska
109,Sonic Boom Six,Sound of a Revolution,57SEO6fffgZgL9MKOvLsvc,36,0.000456,0.523,191588.01073389917,0.908,0.0,F,0.0971,-4.103,Minor,0.0601,131.532,4-Apr,0.738,Ska
110,Cut Capers,I Know,433fehlCPRt1ClhOJN6NLl,32,0.0382,0.601,227200.0,0.813,0.0,G#,0.0488,-5.541,Major,0.0918,95.089,4-Apr,0.762,Ska
111,Citizen Fish,Join the Dots,5E21deS0uexTTPeHfhssvZ,16,0.0201,0.251,188693.0,0.883,1.26e-05,C,0.67,-6.155,Major,0.0603,194.364,4-Apr,0.921,Ska
112,Five Iron Frenzy,Against a Sea of Troubles,4uraEw7BcTjMmUcRKE3XaD,22,0.00174,0.248,191588.01073389917,0.938,0.00266,A#,0.355,-5.424,Major,0.199,184.895,4-Apr,0.0739,Ska
113,empty_field,Watch the Right,2cP37n7TZEe0oBxCbZu0KA,22,0.0129,0.538,172787.0,0.878,0.00913,C#,0.279,-5.838,Major,0.101,174.936,4-Apr,0.833,Ska
114,Face To Face,Fourteen Fifty-Nine,3ahHONgC90lAXW2gfq2wd2,27,7.15e-05,0.354,191588.01073389917,0.968,1.87e-06,D,0.264,-4.984,Major,0.0658,199.876,4-Apr,0.64,Ska
115,empty_field,East Side Mags,4HEqM4RSvXQAXqSdqqD8qE,24,0.102,0.421,66000.0,0.996,0.0,D,0.368,-3.07,Major,0.158,?,4-Apr,0.299,Ska
116,empty_field,Johnny Pistolero,1KqWKHh36bJG96CCFUcqiT,22,0.0587,0.276,253560.0,0.956,0.0309,A,0.195,-3.809,Major,0.0824,?,4-Apr,0.622,Ska
117,empty_field,These Eyes,4cptnUQG5upQxFUPcrZMdU,30,0.0119,0.831,191588.01073389917,0.483,0.00215,C,0.113,-11.005,Major,0.231,84.233,4-Apr,0.623,Ska
118,Rx Bandits,All The Time,7Jx2Mz7oRFBtIlwIWBJPSU,20,0.0191,0.571,235533.0,0.924,0.0,A,0.121,-5.487,Minor,0.071,?,4-Apr,0.357,Ska
119,Pepper,Give It Up,1tzPSule9WZ9B8SujHv8fp,46,0.265,0.512,201493.0,0.647,0.0,C,0.169,-7.324,Minor,0.354,177.223,4-Apr,0.727,Ska
120,empty_field,Repeat Offender,6d1irliH1b7P2cBAaPqc4g,19,0.00722,0.404,140933.0,0.911,0.0,A,0.375,-4.591,Major,0.0696,183.339,4-Apr,0.659,Ska
121,Me First and the Gimme Gimmes,Karma Chameleon,1wYZZtamWTQAoj8B812uKQ,45,0.000262,0.516,225320.0,0.918,0.0,G#,0.0834,-5.314,Minor,0.0453,107.803,4-Apr,0.88,Ska
122,The Living End,All Torn Down,6NueIkCzLhp4rXpNAiXDdh,33,0.00111,0.553,246667.0,0.889,1.13e-06,C#,0.11,-6.005,Minor,0.0319,133.61,4-Apr,0.677,Ska
123,empty_field,Into Your Veins,4qoWAzSDV4oY5ppKwEQC02,32,0.000131,0.508,181987.0,0.956,0.0,B,0.334,-3.904,Minor,0.0652,139.975,4-Apr,0.711,Ska
124,Me First and the Gimme Gimmes,One Tin Soldier,03P6xt6WJs30Y43KaFwmg7,30,4.59e-06,0.433,120893.0,0.833,0.00791,C#,0.33,-6.265,Major,0.0359,?,4-Apr,0.336,Ska
125,Jackie Mittoo,Black Organ,3nMPYtxuPYFSF8LMFP34W9,27,0.391,0.837,191507.0,0.598,0.238,C#,0.0598,-9.047,Minor,0.181,145.219,4-Apr,0.983,Ska
126,Lars Frederiksen and the Bastards,Mainlining Murder,5OrklOzISZ5D59RmTMtg3F,30,0.000399,0.56,191588.01073389917,0.987,0.000554,C,0.367,-3.27,Major,0.0462,115.113,4-Apr,0.562,Ska
127,Ska-P,El Vals Del Obrero,4FpkkXQWOhhKn8iLGVwajg,40,0.0104,0.419,346987.0,0.983,0.000676,F,0.985,-3.201,Major,0.358,109.871,4-Apr,0.308,Ska
128,empty_field,Love Song,5Z2TvUNflVYGsoFGkvAKzE,58,0.0534,0.83,236987.0,0.481,0.00392,A#,0.084,-7.966,Major,0.0573,91.988,4-Apr,0.77,Ska
129,Pepper,Fuck Around (All Night) [Live],6iQpgIrKTVYxkSDvOESGZt,28,0.479,0.393,288093.0,0.728,0.0,E,0.92,-8.738,Major,0.27,87.472,4-Apr,0.587,Ska
130,The Mighty Mighty Bosstones,I Know More,29LEkWJ72utttVh7Ono32u,17,0.0145,0.35,188507.0,0.967,9.14e-06,G,0.0415,-3.443,Major,0.116,184.354,4-Apr,0.864,Ska
131,Mad Caddies,Today,1bVVKpdOuQ77Ti3kcTdfTy,25,0.00343,0.296,159267.0,0.944,0.0,C#,0.502,-3.566,Minor,0.14,164.291,4-Apr,0.371,Ska
132,Los Auténticos Decadentes,El Pájaro Vio el Cielo y Se Voló,6MjiSBqVWiJCki6aUWV7h7,46,0.0148,0.714,261467.0,0.636,1.17e-05,C,0.0628,-7.012,Major,0.0263,122.402,4-Apr,0.669,Ska
133,Teenage Bottlerocket,Skate or Die,6CePeHbXmgwna8B5dC6xKV,53,8.43e-05,0.487,110800.0,0.978,0.0,E,0.0423,-3.243,Minor,0.0721,102.528,4-Apr,0.882,Ska
134,Leftöver Crack,Archaic Subjugation,7FiVqWKDkdGU2rtvqZ8Tau,26,0.00161,0.31,79011.0,0.993,0.689,A#,0.0793,-3.631,Major,0.235,113.168,3-Apr,0.0606,Ska
