instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
44,Mitski,Thursday Girl,3WfQvV9rR2IUpnJF7hSHTb,46,0.225,0.398,234994.38041002277,0.4,0.00128,C#,0.107,-13.011,Major,0.0361,135.87,4-Apr,0.0512,Folk
45,Amber Run,Hide & Seek,65ACnVMmePTp8Xdk11jP2y,57,0.306,0.33,281907.0,0.452,7.36e-06,A,0.0518,-8.812,Major,0.032,134.762,4-Apr,0.202,Folk
46,empty_field,My Good Gal,1c89Peahzqvhcs9UtiT879,46,0.585,0.529,258653.0,0.401,0.000402,A,0.0899,-9.702,Major,0.0299,154.986,4-Apr,0.616,Folk
47,Big Red Machine,People Lullaby,0KApFwJKlOknXLLt8mDEmi,45,0.857,0.46,323293.0,0.364,0.39,E,0.0843,-10.406,Major,0.0259,97.891,4-Apr,0.125,Folk
48,The National,Slow Show,6vBNakzZNjtcNGmk3YnAns,48,0.657,0.574,248267.0,0.695,0.864,E,0.148,-8.387,Major,0.032,150.032,4-Apr,0.513,Folk
49,Nathaniel Rateliff & The Night Sweats,Intro,5qhSDcEFVa0ow0Nt4bV9YI,44,0.0358,0.47,259280.0,0.94,0.245,C,0.174,-6.377,Major,0.124,?,4-Apr,0.498,Folk
50,James Taylor,Walking Man,69M9QCMsCQ5MLsw7BBW0rL,47,0.306,0.655,234994.38041002277,0.373,1.25e-05,A,0.107,-13.954,Major,0.0347,75.351,4-Apr,0.502,Folk
51,My Morning Jacket,Wordless Chorus,1otG6j1WHNvl9WgXLWkHTo,55,0.107,0.824,252760.0,0.377,0.604,D,0.11,-9.222,Major,0.0436,?,4-Apr,0.779,Folk
52,The Kinks,This Time Tomorrow,4VFE6ZNqa8jHAmbYICoAFg,52,0.276,0.395,201427.0,0.814,0.00375,E,0.224,-7.61,Minor,0.052,128.944,4-Apr,0.747,Folk
53,Beirut,A Sunday Smile,2EeVPGHq2I7fjeDfT6LEYX,50,0.898,0.308,215573.0,0.43,0.00111,F,0.37,-9.372,Major,0.0314,161.846,3-Apr,0.473,Folk
54,Talking Heads,Born Under Punches (The Heat Goes On) - 2005 Remastered Version,1ZT7y9KbzTwuyT51ch0jt0,56,0.215,0.734,234994.38041002277,0.859,0.343,G,0.0823,-7.237,Minor,0.0922,112.941,4-Apr,0.908,Folk
55,SYML,Where's My Love,0yEoakv2WFLjBOL8EOw2V8,72,0.853,0.598,202107.0,0.343,0.0219,C,0.123,-11.04,Minor,0.025,103.984,4-Apr,0.419,Folk
56,Delta Rae,Dance In The Graveyards,6TaqooOXAEcijL6G1AWS2K,38,0.082,0.616,207640.0,0.731,0.0,E,0.132,-4.995,Major,0.0375,?,4-Apr,0.577,Folk
57,Alanis Morissette,Ironic,3TUPSOp6svzhVs3Dm2OBks,61,0.25,0.295,225933.0,0.593,0.0,B,0.236,-7.572,Major,0.0555,85.482,4-Apr,0.37,Folk
58,Grateful Dead,Ship Of Fools,6hpUqttHuTM815VfGdSR6L,49,0.423,0.608,328920.0,0.313,0.000148,A#,0.189,-14.008,Major,0.0303,102.299,4-Apr,0.498,Folk
59,Laura Marling,What He Wrote,79t11q9LYBP7USx4UxENCY,42,0.948,0.458,234994.38041002277,0.0987,0.00954,A,0.109,-16.021,Minor,0.0376,139.987,3-Apr,0.349,Folk
60,Andrea von Kampen,Trainsong,7dvDCXaZIC75M03ND1x7l6,48,0.916,0.455,158813.0,0.199,1.74e-06,E,0.112,-10.363,Major,0.0341,?,4-Apr,0.45,Folk
61,Lisa Loeb,Stay (I Missed You),3YBTxokhuaszeWCOXC7FQn,57,0.462,0.612,184333.0,0.591,0.0,C#,0.111,-7.02,Major,0.051,160.659,4-Apr,0.349,Folk
62,Linda Ronstadt,Willin',3KAS4vmuvRGP2BUQcxmu5i,41,0.0684,0.518,234994.38041002277,0.436,1.02e-05,E,0.143,-10.805,Major,0.0362,141.374,4-Apr,0.521,Folk
63,Andrew Belle,When the End Comes,2LQPQ75tQmyYtsL3b5PEdE,50,0.677,0.541,354400.0,0.575,0.215,A,0.102,-9.463,Major,0.0491,?,4-Apr,0.428,Folk
64,Birdtalker,Looking for Love (Acoustic),7wZa3Sy9y4M11DUIgL1V5K,48,0.801,0.533,237253.0,0.298,0.00381,G,0.0988,-12.282,Major,0.036,74.001,4-Apr,0.196,Folk
65,Cass McCombs,Minimum Wage,6lfewhnEhKmWtEol9k3IAX,54,0.508,0.619,187093.0,0.549,0.269,G,0.0712,-9.379,Major,0.0303,112.848,4-Apr,0.245,Folk
66,Sufjan Stevens,All the Trees of the Field Will Clap Their Hands,2hDOyTWxv38r2PAuPPqr5N,53,0.984,0.632,254053.0,0.225,0.74,E,0.112,-13.423,Major,0.0296,144.641,4-Apr,0.683,Folk
67,Celtic Thunder,Heartland (Long),14r3l0aQ1GWTx5C6tSWQv8,41,0.113,0.595,234994.38041002277,0.535,6.12e-05,B,0.408,-7.207,Minor,0.0313,91.011,4-Apr,0.588,Folk
68,Damien Rice,The Blower's Daughter,1Jyh7100jQ6dazgyFZwUuH,59,0.134,0.342,286653.0,0.2,0.000153,E,0.341,-13.569,Major,0.0324,133.113,4-Apr,0.0743,Folk
69,Crywank,I Am Shit,1MKUcXTBVS5QP49Es4wt7M,45,0.796,0.577,128667.0,0.598,4.36e-06,A,0.131,-12.085,Major,0.0323,154.391,4-Apr,0.765,Folk
70,Caamp,Song for a Friend,3ZbnjLCpvVdSThFWbfRJrf,41,0.763,0.524,234994.38041002277,0.388,0.0478,G,0.316,-10.809,Major,0.0296,128.145,4-Apr,0.648,Folk
71,The Avett Brothers,Head Full Of Doubt/Road Full Of Promise,0gf2y5doKjsYaZJJZif4vz,60,0.437,0.304,287987.0,0.483,2.94e-05,G,0.0984,-7.263,Major,0.0383,176.283,3-Apr,0.161,Folk
72,Beck,Where It's At,172YmVUgFaMwGq8f08rtGO,52,0.24,0.672,234994.38041002277,0.662,0.0292,D,0.126,-7.384,Major,0.0731,?,4-Apr,0.522,Folk
73,Bon Iver,Re: Stacks,5i4q6tlmlRQHhgFIKWIfrm,65,0.979,0.676,401413.0,0.0812,0.416,D,0.118,-22.846,Major,0.0398,125.053,4-Apr,0.314,Folk
74,Ted Hawkins,Stop Your Crying,1h946KRyP9nl427aSamtgm,37,0.957,0.6,128307.0,0.143,2.55e-05,B,0.147,-13.562,Major,0.0389,144.107,4-Apr,0.599,Folk
75,Sylvan Esso,Just Dancing,3IIArPxV2jUXk2zTKbzCVx,50,0.0929,0.807,268440.0,0.521,0.000569,D,0.0615,-7.379,Major,0.0357,119.986,4-Apr,0.449,Folk
76,empty_field,Wrecking Ball,1bqrRn1pJWowNLA5N9L6uW,58,0.942,0.428,254336.0,0.0618,0.0,G,0.105,-12.933,Major,0.0351,107.721,4-Apr,0.163,Folk
77,empty_field,Misty,6cSiu0LASURO8HagemESMf,63,0.715,0.597,224446.0,0.402,0.00297,A#,0.111,-7.961,Major,0.0272,95.119,4-Apr,0.241,Folk
78,Devendra Banhart,Santa Maria de Feira,4k1TFimuGqIL0Fcr4q8iu4,50,0.925,0.539,275493.0,0.377,0.241,D,0.167,-12.239,Major,0.0333,106.894,4-Apr,0.713,Folk
79,Vance Joy,Riptide,5hDwVwRdgcC4msudLCoapL,78,0.431,0.484,204280.0,0.731,0.0,C#,0.151,-6.694,Major,0.0379,101.654,4-Apr,0.51,Folk
80,empty_field,I Don't Mind,0rz74CYGC1BZkU3e1u3csl,48,0.0035,0.47,234994.38041002277,0.858,0.00239,G#,0.0578,-5.686,Major,0.0547,99.928,4-Apr,0.397,Folk
81,Nathaniel Rateliff,Early Spring Till,6t44FUJonKndkVG2s0qj1E,41,0.638,0.539,239868.0,0.338,0.000162,D,0.105,-7.878,Major,0.0377,75.223,4-Apr,0.195,Folk
82,Beach House,Space Song,36JiSvWmuHrfMMk7JYXsHb,67,0.218,0.509,320467.0,0.79,0.125,C,0.144,-7.105,Minor,0.0293,147.073,4-Apr,0.625,Folk
83,Jeffrey Foucault,Pretty Hands,5d2r2WjPlY01HOIunlRYaF,45,0.926,0.517,140493.0,0.131,0.0984,A#,0.151,-18.439,Major,0.0344,87.855,4-Apr,0.419,Folk
84,Eagles,Pretty Maids All in a Row - Eagles 2013 Remaster,6V9TlCdwLeQes4FX5zxz3f,47,0.186,0.331,239494.0,0.19,0.0508,D#,0.101,-13.482,Major,0.0325,195.365,3-Apr,0.0947,Folk
85,The Japanese House,f a r a w a y,0txK6VEZKu9mbwXewGwIDr,51,0.211,0.49,170480.0,0.491,0.0,A#,0.143,-6.381,Major,0.0285,?,4-Apr,0.151,Folk
86,"Crosby, Stills, Nash & Young",Ohio,69hmq1TppIe9vT4B1Ci29D,68,0.261,0.445,183733.0,0.529,0.0162,C,0.184,-10.94,Major,0.026,79.296,4-Apr,0.749,Folk
87,empty_field,Books,3CdSsIQFczyQX3srSKUY3c,58,0.775,0.61,236095.0,0.329,0.0227,E,0.27,-13.107,Major,0.0374,92.893,4-Apr,0.492,Folk
88,empty_field,Take The Long Way Home - 2010 Remastered,7hcNYoxCjH5hQT7ANPIcs2,65,0.22,0.414,308853.0,0.7,0.000721,F,0.114,-8.838,Major,0.0301,?,4-Apr,0.37,Folk
89,Traveling Wilburys,End Of The Line,2R1Q4cxCUuOK7SJzxblk5k,69,0.163,0.578,209520.0,0.836,1.36e-06,D,0.0583,-6.607,Major,0.0512,167.026,4-Apr,0.932,Folk
90,The Japanese House,Saw You In A Dream,6okrOeSjBYm4bOxs0LjnJt,62,0.0729,0.605,234994.38041002277,0.446,0.0,E,0.149,-8.244,Major,0.028,94.044,4-Apr,0.685,Folk
91,empty_field,Littlest Things,3n2NMm3U3b6ru44ErBoegZ,46,0.66,0.283,234994.38041002277,0.701,1.67e-06,E,0.111,-7.595,Minor,0.135,165.752,4-Apr,0.564,Folk
92,Chloe Foy,Asylum,2gJobE6MTzx3OZmZCdJ4RY,59,0.122,0.436,231200.0,0.388,2.79e-06,G,0.198,-9.765,Major,0.0303,128.97,3-Apr,0.217,Folk
93,I'm With Her,See You Around,5LqTtDgGut5Qc6vWdpigaW,54,0.948,0.494,228627.0,0.0657,8.36e-06,A#,0.168,-16.782,Major,0.0372,119.345,4-Apr,0.181,Folk
94,Tedeschi Trucks Band,Midnight in Harlem,0yQ9vnsC7CyPMwAQ3BlWcJ,59,0.35,0.447,352667.0,0.557,0.0145,A,0.11,-9.92,Major,0.035,152.058,4-Apr,0.43,Folk
95,Sufjan Stevens,No Shade in the Shadow of The Cross,121vuIGffWa9tIXqKjXhM6,52,0.945,0.405,160882.0,0.121,0.00148,F#,0.112,-23.169,Major,0.0329,82.721,4-Apr,0.347,Folk
96,empty_field,Forget Me,34FsCOAQ0U99vAh3uoiLmm,40,0.172,0.651,216389.0,0.671,0.315,C,0.0972,-5.323,Major,0.0282,130.076,4-Apr,0.196,Folk
97,Jim Croce,Roller Derby Queen,4ao4LzdnFwuJ306jo5lJvt,42,0.369,0.719,209907.0,0.62,9.37e-05,E,0.072,-10.657,Major,0.0487,125.833,4-Apr,0.914,Folk
98,empty_field,Total Eclipse of the Heart,1y27vgGG2Qy2MGpXfosr40,55,0.952,0.45,244825.0,0.257,0.0,E,0.159,-9.449,Major,0.0533,100.24,1-Apr,0.366,Folk
99,The Walkmen,We've Been Had,04EtBLFIxbcVt9NdYgcrpF,45,0.809,0.434,204347.0,0.581,0.0002,E,0.338,-7.449,Major,0.0313,100.219,4-Apr,0.447,Folk
100,The Who,Who Are You,76BXmJ9QlH6zoiWVDMX35k,64,0.299,0.653,381627.0,0.631,0.00265,A,0.0627,-11.334,Major,0.0461,156.32,4-Apr,0.516,Folk
101,Dirty Projectors,Keep Your Name,6CoPNCd1MY6TaJBWkkVdN6,54,0.443,0.542,270172.0,0.485,0.000738,C,0.4,-7.443,Minor,0.0361,112.435,4-Apr,0.345,Folk
102,Jeff Lewis,Did I Mention,4XwJGS4Q0P9P5ySEP0fZPN,53,0.0393,0.691,153787.0,0.877,0.0,G,0.0325,-2.954,Major,0.159,161.935,4-Apr,0.968,Folk
103,Fleet Foxes,I Am All That I Need / Arroyo Seco / Thumbprint Scar,1QgTBfRN5m81a5K01qens6,48,0.305,0.362,384747.0,0.548,0.243,F,0.683,-8.342,Major,0.0407,151.635,3-Apr,0.147,Folk
104,Bon Iver,____45_____,7wBJfHzpfI3032CSD7CE2m,56,0.971,0.41,166107.0,0.121,0.0136,D,0.148,-15.473,Major,0.0575,86.359,3-Apr,0.177,Folk
105,Gabrielle Aplin,Night Bus,4v3JgPvGZBqRnKfW8FCtfa,57,0.00374,0.458,221827.0,0.815,1.05e-05,C#,0.115,-7.16,Minor,0.0514,118.226,4-Apr,0.362,Folk
106,Margaret Glaspy,Emotions and Math,38uDkHVAXtK3BQIsgSiXgb,42,0.329,0.678,197267.0,0.544,6.69e-06,F,0.107,-6.467,Major,0.0323,108.578,4-Apr,0.646,Folk
107,Rainbow Kitten Surprise,Black and White,6Cq0Xtlr4UFBvkMYJgJshD,53,0.855,0.551,186647.0,0.283,0.0,A,0.296,-11.211,Major,0.0325,89.878,4-Apr,0.252,Folk
108,Amos Lee,Night Train,3pKbZfLFPlo7P33nkVKyTk,46,0.649,0.73,234994.38041002277,0.266,0.000111,C,0.13,-15.101,Major,0.0357,129.933,4-Apr,0.487,Folk
109,Havelin,Closing Time,539wFq5El4h4hWDQmaB7Ys,45,0.0372,0.531,244505.0,0.785,0.0,B,0.205,-6.561,Major,0.0405,105.047,4-Apr,0.349,Folk
110,Mipso,A Couple Acres Greener,1Zda1I0SUuaj4Ulmc4qCgR,41,0.806,0.737,209633.0,0.395,0.0,G#,0.104,-10.253,Major,0.0556,116.937,4-Apr,0.808,Folk
111,John Denver,Homegrown Tomatoes,5de7ci7TFqbQ1PFgKAD7MR,48,0.449,0.57,192547.0,0.445,0.0,C,0.0828,-14.988,Major,0.0971,?,4-Apr,0.834,Folk
112,empty_field,Wild Animals,7HTH1ppjkkOe7RLoBDKXYJ,38,0.249,0.251,353133.0,0.44,0.0361,A,0.128,-5.181,Minor,0.0324,129.869,3-Apr,0.0764,Folk
113,empty_field,Imitosis,3WWOgwKCsqi5GCO5eRoen0,41,0.628,0.849,240933.0,0.612,4.94e-05,A,0.0983,-8.553,Minor,0.0378,114.366,4-Apr,0.949,Folk
114,empty_field,Goin' Home,3kivbz8eyWGnwaMv77Us0H,45,0.371,0.415,293987.0,0.295,0.00545,A,0.111,-11.539,Major,0.0346,136.046,4-Apr,0.305,Folk
115,SYML,Clean Eyes,52iDyfL0b1uTjLifiOJWmE,64,0.00104,0.466,234994.38041002277,0.844,0.00238,A,0.158,-3.777,Minor,0.0495,174.162,4-Apr,0.501,Folk
116,Blind Pilot,One Red Thread,3ylFvJfARlPKxGWAJv6Bvf,51,0.812,0.504,271000.0,0.339,0.00075,D,0.083,-13.007,Major,0.0325,97.859,4-Apr,0.288,Folk
117,Ben Howard,Towing The Line,05XNDab0Lhitzqk7tRpOnY,55,0.917,0.429,235653.0,0.289,0.234,F,0.311,-14.15,Major,0.0403,122.929,4-Apr,0.181,Folk
118,The Deep Dark Woods,Drifting on a Summer's Night,3ZPZSEE6krDh9YGrUMxIlN,48,0.459,0.513,174867.0,0.493,0.0942,D,0.112,-8.726,Major,0.025,77.818,1-Apr,0.53,Folk
119,empty_field,Once in a Lifetime - Remastered,3XcsaghGUCL9WzJz3TlLKo,45,0.158,0.645,260133.0,0.916,0.128,D,0.601,-6.277,Major,0.0576,117.466,4-Apr,0.873,Folk
120,Simon & Garfunkel,The 59th Street Bridge Song (Feelin' Groovy),0NrMlqvochrohgcfbTECdb,41,0.874,0.464,110307.0,0.291,0.00028,C#,0.963,-16.532,Major,0.0439,137.168,4-Apr,0.343,Folk
121,The Paper Kites,It's Not Like You,7MuhbSNErlmQAGRzhnnIjT,46,0.961,0.561,234994.38041002277,0.0115,0.106,C,0.123,-21.069,Major,0.0373,75.944,4-Apr,0.317,Folk
122,Peter Bjorn and John,Gut Feeling,2XheCI3rWOUChSH5ntgVw9,61,0.115,0.609,234994.38041002277,0.804,2.34e-06,G,0.503,-4.137,Major,0.042,131.986,4-Apr,0.633,Folk
123,Lykke Li,No Rest For The Wicked,08Rkj6Yj158Y1VyEOEqO1Z,54,0.365,0.312,222719.0,0.445,0.0038,B,0.13,-7.202,Minor,0.0305,97.967,4-Apr,0.272,Folk
124,empty_field,Bottle It Up,2Ka83rJxXeZAls9j2ppmUI,50,0.202,0.647,180627.0,0.718,0.0,C,0.157,-4.161,Major,0.0298,?,4-Apr,0.706,Folk
125,Dr. Dog,Ain't It Strange,67ornPeJsD8z78E4isjhzm,43,0.621,0.575,268360.0,0.602,0.00289,E,0.733,-5.731,Major,0.0286,131.304,4-Apr,0.531,Folk
126,Dr. Dog,Go Out Fighting,2PywzNDHWgLrCk7hC1swe4,47,0.0342,0.362,207400.0,0.577,0.00486,C#,0.381,-7.682,Minor,0.0386,122.741,4-Apr,0.211,Folk
127,I'm With Her,Ain’t That Fine,4GFHpWe89M0FqmujjwQpsu,42,0.958,0.682,188573.0,0.118,5.62e-06,D#,0.108,-11.945,Major,0.0386,112.886,4-Apr,0.48,Folk
128,Lord Huron,Ancient Names (Part I),1BLZG2LhLUpgD0z7mTqvMO,53,0.385,0.252,234994.38041002277,0.926,0.0841,A,0.105,-4.377,Minor,0.149,153.005,4-Apr,0.214,Folk
129,Freya Ridings,Blackout,2644fhdnwfASkm38WikOJV,35,0.847,0.324,234994.38041002277,0.21,3.21e-05,F#,0.0986,-8.492,Major,0.0316,136.743,4-Apr,0.158,Folk
130,Caamp,"So Long, Honey",32BEasyNQgqXQJKoVa0fUw,55,0.845,0.57,291761.0,0.256,0.0759,E,0.156,-12.865,Major,0.0467,131.17,4-Apr,0.0829,Folk
131,empty_field,The Remains of Rock & Roll,0x0qC352N2EpZe6v23sRms,60,0.012,0.622,294520.0,0.676,1.82e-05,C,0.0804,-6.385,Major,0.0252,111.984,3-Apr,0.709,Folk
132,Marty Robbins,Utah Carol,33JokMJyJrhxPAGPWgEWxD,45,0.72,0.648,193400.0,0.35,0.0,D#,0.22,-10.68,Major,0.0796,169.865,4-Apr,0.823,Folk
133,empty_field,Jokerman,5nKC7cJNIXcOiCOn891gCY,48,0.234,0.664,376160.0,0.65,0.000282,A#,0.16,-11.168,Major,0.0444,134.986,4-Apr,0.775,Folk
134,RY X,Deliverance,6LoQHIo74tOzQ8EsLEkhgF,47,0.659,0.402,230379.0,0.396,0.517,F#,0.1,-12.225,Minor,0.0397,114.944,4-Apr,0.0978,Folk
135,empty_field,The Penalty,5ZtfnXND8dgBljCTwuSunP,45,0.946,0.356,142320.0,0.245,1.57e-06,C,0.161,-11.72,Major,0.0353,171.363,3-Apr,0.24,Folk
