instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
31,Apollo 440,Electro Glide In Blue,2oGn3OlWXAKxvFJa07HipY,34,0.0649,0.52,516040.0,0.896,0.158,A,0.127,-4.361,Minor,0.0712,155.752,4-Apr,0.585,Electronic
32,The Prodigy,Wild Frontier - KillSonik Remix,4S6TC85CT1hTMrV3TWjU5w,22,0.00372,0.405,327429.0,0.796,0.0378,G,0.0881,-6.436,Major,0.104,140.028,4-Apr,0.0377,Electronic
33,Lamb,Gorecki,28uRo57tDhcZ9GTQWxXW97,49,0.118,0.524,268053.7113117632,0.853,0.212,E,0.0914,-7.609,Minor,0.0647,105.982,4-Apr,0.138,Electronic
34,Liquid Stranger,Spastic Elastic,4lnQfs7AmQm6dqCaNMDJLr,40,9.36e-05,0.664,249832.0,0.862,0.286,C#,0.505,-2.873,Major,0.0615,74.996,4-Apr,0.426,Electronic
35,Ookay,Better Off,4MgFsSuzfH1WMa6BVxB0Uf,47,0.0896,0.638,188345.0,0.828,0.0,G#,0.102,-5.053,Major,0.344,108.229,4-Apr,0.78,Electronic
36,Moby,Like A Motherless Child,7yWJ0y8FCV7zW4FjYUPA1n,25,0.0691,0.667,277053.0,0.901,0.876,E,0.0981,-5.375,Minor,0.206,102.018,4-Apr,0.136,Electronic
37,Ray Volpe,Rescue Me,4LhLlySK68fpU0KfAg8TC5,27,0.000108,0.632,227245.0,0.883,0.415,A#,0.373,-5.107,Major,0.0408,119.992,4-Apr,0.0669,Electronic
38,Jamiroquai,Corner of the Earth,25qe3Wf24HVQBBiQeb9Cdf,51,0.252,0.473,338960.0,0.552,9.12e-05,D,0.288,-6.621,Major,0.0302,?,4-Apr,0.276,Electronic
39,Four Tet,Unicorn,6NOBWtPUBtPFYiNFv5DXgP,41,0.734,0.662,210994.0,0.265,0.926,A,0.0818,-18.991,Major,0.0634,150.021,3-Apr,0.0396,Electronic
40,Tricky,Christiansands,5QYJei7anVAc0p90BuuEhP,33,0.0172,0.657,232200.0,0.783,0.00709,B,0.178,-10.093,Major,0.116,?,4-Apr,0.532,Electronic
41,Coss,Kabuffeule,6xLvYhLOW2oETJoZv8ChU8,47,5.07e-05,0.806,404205.0,0.492,0.897,A,0.37,-11.04,Major,0.0797,117.002,4-Apr,0.546,Electronic
42,Borgore,100s,3tfVW7weE7ATxwPPcbynDB,49,0.0794,0.714,181888.0,0.908,0.0,D#,0.131,-1.471,Minor,0.055,?,4-Apr,0.593,Electronic
43,empty_field,Coco Puffs,7feLFhTelyUQvO1Bf1AHac,41,0.00851,0.746,268053.7113117632,0.884,2.68e-05,C#,0.0654,-3.997,Major,0.19,150.027,4-Apr,0.514,Electronic
44,empty_field,Samorost 3 Main Theme,77eBILTxada37GZpa2PXVI,32,0.457,0.406,476000.0,0.548,0.902,A,0.132,-10.115,Minor,0.0293,?,4-Apr,0.0353,Electronic
45,Minnesota,Paradise,4PbbVzLzoFvrrMlrAELxhG,25,0.0635,0.589,242400.0,0.533,0.0801,F,0.0942,-9.002,Minor,0.04,99.993,4-Apr,0.177,Electronic
46,SLUMBERJACK,Horus,4uwZKQ2lxIJDYgY2MbKoNX,39,0.0407,0.758,220800.0,0.93,0.573,A,0.107,-6.019,Minor,0.137,100.03,4-Apr,0.148,Electronic
47,empty_field,Lights Go Down,60EtWSoDRJSFmg99MKZi0x,46,0.38,0.593,213187.0,0.917,0.0052,C#,0.29,-3.738,Minor,0.0909,170.033,4-Apr,0.262,Electronic
48,Nightmares On Wax,Now is The Time,68BTFws92cRztMS1oQ7Ewj,37,0.041,0.754,240467.0,0.855,0.0173,G#,0.663,-8.23,Minor,0.0707,103.457,4-Apr,0.681,Electronic
49,Alain Goraguer,Déshominisation (I),43ttSUWX6oHVLGboWVq1Kl,28,0.437,0.574,230200.0,0.62,0.923,F#,0.0813,-11.141,Minor,0.0282,121.019,4-Apr,0.482,Electronic
50,empty_field,Bloodsport,4K5QoTvgjOKgLPn15RCk9y,40,0.0328,0.677,324307.0,0.837,0.39,B,0.0708,-4.322,Minor,0.0322,120.294,4-Apr,0.771,Electronic
51,Gammer,Love You Everyday - Redux,7fiCHodo3lLEu5HZrF6vxU,31,0.0034,0.539,293695.0,0.978,0.0505,C#,0.0897,-0.872,Minor,0.164,?,4-Apr,0.329,Electronic
52,Black Tiger Sex Machine,Zombie,3XQY8kDjI8LARMIC9xkxQk,35,0.00868,0.641,200700.0,0.867,0.00497,D,0.094,-2.811,Major,0.0678,99.994,4-Apr,0.52,Electronic
53,Ray Volpe,Wet Napkin (Yakz & Somnium Sound Remix),3alakDtzs5xyASknjDt4mO,27,0.00362,0.691,268053.7113117632,0.968,0.657,F#,0.195,-1.696,Major,0.0542,149.998,4-Apr,0.444,Electronic
54,Zero 7,Futures,5RC9YDHON0nXKmcQrL6WV6,56,0.187,0.597,233227.0,0.52,0.0702,D,0.0997,-10.689,Minor,0.0285,142.133,4-Apr,0.381,Electronic
55,Herobust,Vertebreaker - Habstrakt Remix,2YParbmCjA7DQfIck6I7d0,34,0.0155,0.723,202058.0,0.985,0.255,C,0.0938,-3.826,Major,0.285,126.027,4-Apr,0.322,Electronic
56,Shkoon,Napauken Feat. Fruiterama,1EJYrx1Laku6mkXUqPfYSH,45,0.463,0.528,373254.0,0.656,0.905,D,0.0958,-11.309,Major,0.0554,105.003,4-Apr,0.0962,Electronic
57,Satoshi Fumi,Lalalalaland,3IWGYVRg2bm15jj4nRo2tJ,32,0.00929,0.714,450000.0,0.427,0.904,F#,0.0576,-10.86,Minor,0.079,?,4-Apr,0.948,Electronic
58,Matthew Dekay,Lost In A Moment - Original Mix,5Ls4HOouy0jHeXd7CmGPWL,30,0.00925,0.719,608000.0,0.412,0.858,A,0.084,-13.622,Major,0.0566,123.013,4-Apr,0.287,Electronic
59,Kraftwerk,The Telephone Call - 2009 Remastered Version,4O4maU1Ki1PMaByGZqoC5g,25,0.0298,0.772,230200.0,0.98,0.528,D#,0.245,-5.522,Major,0.0508,127.364,4-Apr,0.642,Electronic
60,DROELOE,Sunburn,58UBKYpvvvZmKeYtwg4il5,65,0.121,0.693,268053.7113117632,0.725,0.00278,C,0.214,-7.297,Minor,0.0321,?,4-Apr,0.447,Electronic
61,empty_field,See You Leave - Instrumental,7hGHCu8WSTOPi5DnYokdam,33,0.0596,0.813,268053.7113117632,0.473,0.736,C#,0.0703,-6.966,Minor,0.19,82.037,4-Apr,0.415,Electronic
62,History of Colour,Pacifico,6v5yVTLOkqoI5lAwI5FZms,36,0.726,0.853,220547.0,0.651,0.852,D,0.0663,-7.277,Minor,0.151,156.056,4-Apr,0.601,Electronic
63,Daft Punk,Doin' it Right,01Xn7VmnSDLFmb3fSUsUhC,65,0.388,0.804,251293.0,0.451,2.17e-05,F#,0.0924,-8.207,Major,0.0949,178.061,4-Apr,0.19,Electronic
64,1788-L,Cyberspace,2yRm4iT3ohO5WOay4l2H0q,38,0.0099,0.575,290642.0,0.701,0.185,C,0.156,-4.145,Major,0.0932,109.005,4-Apr,0.0379,Electronic
65,DJ Shadow,Organ Donor - UZ Remix,7xzm2Uo0PJTqoGcObZHptA,44,0.00267,0.455,268053.7113117632,0.723,0.649,C#,0.117,-6.341,Major,0.06,?,4-Apr,0.14,Electronic
66,Dirt Monkey,Lift off (SubDocta Remix),2BstRQGodshjGpeDGQiNgo,22,0.0129,0.735,252784.0,0.798,0.187,F,0.197,-4.706,Major,0.0547,144.978,4-Apr,0.406,Electronic
67,Jamiroquai,Didjital Vibrations - Remastered,4gdQ8QShlC3toP9Mkc8DwB,37,0.327,0.715,349813.0,0.465,0.828,C,0.088,-12.884,Major,0.0428,80.244,4-Apr,0.867,Electronic
68,Jean-Michel Jarre,"Equinoxe, Pt. 7",52x8GDGUWcCRGVs5YbgKnQ,38,0.121,0.436,468573.0,0.522,0.954,F,0.44,-11.91,Minor,0.0328,162.511,4-Apr,0.483,Electronic
69,Boogie T,Senpai (L.U.X Remix),0R2N0dSZ6r21FLeBw8NoeD,32,0.0578,0.756,221342.0,0.983,0.000269,A#,0.887,-0.565,Minor,0.25,75.008,4-Apr,0.47,Electronic
70,Daft Punk,Da Funk,22ML0MuFKfw16WejbxsLOy,59,0.00196,0.806,328680.0,0.7,0.891,C,0.267,-5.269,Minor,0.0752,111.215,4-Apr,0.892,Electronic
71,empty_field,Remains of Nothing,6sIZFWgScdBoCzEuo3H4pE,42,0.296,0.637,268053.7113117632,0.458,0.000109,D,0.509,-7.7,Minor,0.0289,83.002,4-Apr,0.25,Electronic
72,Leftfield,Original - Remastered,3HMOMdRPywfouYx5B4PvaH,30,0.00382,0.606,382680.0,0.939,0.0796,E,0.0909,-6.988,Minor,0.0878,171.964,4-Apr,0.652,Electronic
73,Black Tiger Sex Machine,Rezorecta - Original Mix,22h6ZIAyb6IfUX1XS9WyhS,31,1.28e-05,0.688,360296.0,0.87,0.748,A,0.215,-6.697,Major,0.0499,127.967,4-Apr,0.174,Electronic
74,empty_field,Que Passa Amigo,6VjumxWNZjOqRQodsor7cf,41,0.00917,0.701,219025.0,0.844,0.19,A,0.113,-7.366,Major,0.0473,100.007,4-Apr,0.0883,Electronic
75,Massive Attack,Future Proof,2122eG6EKLKGdLx3PLhNlC,42,0.0402,0.254,268053.7113117632,0.455,0.912,C#,0.0852,-12.314,Minor,0.035,170.009,4-Apr,0.271,Electronic
76,TYNAN,Harbinger,3F6bUrxcmguP9Z5TJtA5DO,31,0.000679,0.499,268053.7113117632,0.953,0.376,G#,0.334,-3.16,Major,0.18,150.152,4-Apr,0.43,Electronic
77,Vigiland,Shots & Squats,48x7KPjY5apjU369NrXDlQ,70,0.00674,0.813,171799.0,0.819,0.000423,C#,0.225,-5.039,Major,0.121,127.997,4-Apr,0.279,Electronic
78,Excision,Deviance,4EzeHUdtfcnzTzJs62z4SM,36,0.00316,0.678,272098.0,0.746,0.0192,B,0.0983,-6.178,Minor,0.278,145.096,4-Apr,0.426,Electronic
79,A-Trak,Prayer Hands,4IiI9lpobMyEbhV5VstNs7,42,0.405,0.791,268053.7113117632,0.559,0.573,C#,0.117,-6.692,Major,0.213,?,4-Apr,0.763,Electronic
80,Dillon Francis,We Make It Bounce (feat. Major Lazer & Stylo G),0QWgR4xiWCzEWE2pXMdXEd,35,0.000761,0.791,250147.0,0.708,0.00071,D#,0.0613,-4.629,Major,0.0501,127.987,4-Apr,0.618,Electronic
81,k?d,Lose Myself,08fFQ6eUgC4WquVaDBhT76,53,0.0125,0.465,230246.0,0.816,3.63e-05,A,0.0891,-3.399,Major,0.0926,192.041,4-Apr,0.343,Electronic
82,Herobust,WTF,3z1kFfYnsgI8yL5cPtK1E4,50,0.00258,0.589,257600.0,0.982,0.0112,C,0.189,0.598,Major,0.327,150.005,4-Apr,0.284,Electronic
83,empty_field,Get Me Off,59OBV3kRCqepY5cNZiZfT6,35,0.000478,0.75,291760.0,0.751,0.146,C#,0.115,-5.96,Major,0.0283,124.883,4-Apr,0.563,Electronic
84,Adventure Club,Firestorm (feat. Sara Diamond),1Q7mhUVsCAWvzJkndM3wpm,53,0.148,0.629,207470.0,0.73,9.78e-06,C#,0.0943,-4.341,Minor,0.0353,140.053,4-Apr,0.232,Electronic
85,empty_field,Towers,5wZ7v858f3VrSp5MfuxDeM,43,0.29,0.734,216664.0,0.553,0.775,A,0.118,-10.079,Minor,0.0594,135.037,4-Apr,0.336,Electronic
86,empty_field,Can't Help Myself,2OcB9WDgUvuiHDEi7hZNcg,0,0.00123,0.511,175651.0,0.939,0.359,C,0.253,-3.161,Minor,0.0401,159.985,4-Apr,0.405,Electronic
87,Bassnectar,F.U.N.,6JLDtbLnwXylINj16yAtPp,39,0.00768,0.556,282000.0,0.681,0.728,C,0.0883,-5.871,Major,0.0319,160.058,4-Apr,0.0374,Electronic
88,Jon Hopkins,Private Universe,06k4Amrgg1Xan3ApU4WvcC,31,0.768,0.535,340600.0,0.498,0.93,A,0.107,-14.302,Major,0.0442,174.005,4-Apr,0.391,Electronic
89,empty_field,Nylon Strung,1qcwFiw1tBoojoxV8npBKY,35,0.000771,0.564,408347.0,0.707,0.856,D,0.0677,-10.157,Major,0.0364,120.009,4-Apr,0.643,Electronic
90,Groove Armada,Dusk You & Me,5XyjPRVIgkIaDUkDR8H1kf,37,0.555,0.657,338000.0,0.385,0.875,C#,0.123,-13.167,Major,0.0355,141.97,4-Apr,0.378,Electronic
91,Eptic,Ectoplasm - Gentlemens Club Remix,6C5Pn2rcJOnZs5tC1xCJ4D,36,0.0822,0.527,241321.0,0.954,0.138,C,0.122,-5.668,Major,0.283,?,4-Apr,0.161,Electronic
92,Paul Oakenfold,Time Of Your Life,7dRvZ7oRpFEIzV704JUx1Z,26,0.000394,0.586,257400.0,0.834,5.85e-05,F#,0.156,-7.336,Minor,0.0641,135.017,4-Apr,0.598,Electronic
93,Hekler,404,77UXyXy6qie0sOtLdEIH4A,35,0.00324,0.379,206400.0,0.922,0.00678,A#,0.126,-2.882,Minor,0.299,149.776,4-Apr,0.0791,Electronic
94,Ian Brown,The Dream And The Dreamer,4lmQv59m2uX1OhnHuQskh2,21,0.0142,0.686,337881.0,0.654,0.026,E,0.147,-13.286,Minor,0.0388,105,4-Apr,0.769,Electronic
95,Boys Noize,Overthrow - Club Version,0bwy3sGHeYwng2Ioicq6wf,41,0.0105,0.679,257947.0,0.856,0.028,G,0.646,-6.035,Major,0.0539,107.001,4-Apr,0.241,Electronic
96,Portishead,Western Eyes,02TspWzcxpgDAfy97EJSn8,39,0.485,0.649,239333.0,0.295,0.00059,E,0.338,-12.904,Minor,0.0745,138.259,4-Apr,0.281,Electronic
97,3LAU,You Want More,1QKDXegQxJBzSs8ZBNtGbT,39,0.0119,0.569,180000.0,0.761,0.000339,F#,0.155,-6.155,Minor,0.0345,87.992,4-Apr,0.0794,Electronic
98,Todd Terje,Oh Joy,2FRnxuLDZ4vSdvER2Xzrv2,35,0.00303,0.549,429320.0,0.895,0.245,C,0.0875,-10.532,Major,0.0341,129.994,4-Apr,0.523,Electronic
99,SLANDER,I Can't Escape (feat. Feli Ferraro) - MUST DIE! Remix,42s8b2MifVem6pkra9cY1D,44,0.00327,0.538,332173.0,0.928,1.29e-06,C#,0.159,-4.061,Major,0.0653,149.966,4-Apr,0.238,Electronic
100,empty_field,Pedestal,2e2xDVWThrcsdihYyFi6uQ,46,0.134,0.657,221000.0,0.46,0.691,C,0.116,-10.6,Minor,0.0545,84.069,4-Apr,0.436,Electronic
101,empty_field,Rising,0SpaUIVBKwzUzqTu2FHcY2,40,0.268,0.678,243613.0,0.586,0.781,E,0.0779,-7.698,Minor,0.0328,104.971,4-Apr,0.37,Electronic
102,Blockhead,Funeral Balloons,2ciMN5X2mLSwwnTX2V8oVS,31,0.0383,0.619,398367.0,0.296,0.184,A,0.159,-13.119,Major,0.0343,147,4-Apr,0.154,Electronic
103,empty_field,I Am You,31sB3jICpicCwya1LbpJua,45,0.45,0.405,402280.0,0.378,0.58,E,0.105,-9.864,Major,0.0369,74.338,1-Apr,0.228,Electronic
104,empty_field,Give Life Back to Music,1KkPVmfNmNND1vm5PhUv5R,63,0.00286,0.788,275387.0,0.616,0.549,A,0.0952,-10.671,Minor,0.0337,119.037,4-Apr,0.696,Electronic
105,Getter,Cannibal,1AHeIi2MCZJb9nC4ssI6OG,32,4.21e-05,0.495,300455.0,0.825,0.0566,C#,0.344,-3.233,Major,0.0647,110.028,4-Apr,0.312,Electronic
106,Death In Vegas,All That Glitters,4NYwy0R3NdvORX2B6OZXBT,31,0.516,0.687,394907.0,0.429,0.726,G#,0.0984,-10.188,Minor,0.0806,?,4-Apr,0.292,Electronic
107,empty_field,Slayed,58t4UysofGey2TzRseCSmd,30,0.0346,0.655,287813.0,0.899,0.0122,D,0.0774,-8.374,Major,0.157,170.018,4-Apr,0.517,Electronic
108,empty_field,The Fear,2fhfoZqqTJ8jo4HvWseNfM,36,0.0793,0.517,421613.0,0.767,0.935,D,0.13,-9.014,Major,0.0389,157.981,4-Apr,0.363,Electronic
109,empty_field,Madness feat. Sullivan King,75inKNgAsd40LxXPDMz15C,35,2.24e-05,0.448,254897.0,0.936,9.93e-05,C#,0.349,-2.717,Minor,0.0575,144.866,4-Apr,0.324,Electronic
110,GANZ,I'll Be Gone,0xNS0MzVIvdb6U7NGsoBGl,32,0.00104,0.667,164776.0,0.814,0.825,C#,0.302,-7.081,Major,0.0499,133.985,4-Apr,0.924,Electronic
111,The Bloody Beetroots,Crash (feat. Jason Aalon Butler),2f9mmR37OEceYERbXml0Nj,36,0.00066,0.402,131657.0,0.969,0.555,C#,0.386,-2.661,Major,0.0925,175.005,4-Apr,0.359,Electronic
112,Weval,Ways To Go,2IbL4OzGq1S7bUPied63Oh,36,0.359,0.728,207293.0,0.318,0.885,C#,0.103,-15.309,Major,0.0442,119.007,4-Apr,0.179,Electronic
113,Röyksopp,Something In My Heart - Prologue,4evLCSpSBy3yRUEPbBN8ux,32,0.519,0.739,268053.7113117632,0.528,0.84,B,0.0841,-10.459,Minor,0.0547,150.035,4-Apr,0.904,Electronic
114,empty_field,Love Language,3c0uKKorZypy13KkO1u8AD,36,0.000513,0.746,268800.0,0.913,0.593,B,0.172,-3.166,Major,0.0482,124.935,4-Apr,0.534,Electronic
115,Amon Tobin,Nightlife,542DOUXF7xWDrR7rZl8UNj,41,0.36,0.601,268053.7113117632,0.548,0.84,F#,0.167,-9.963,Major,0.089,82.488,4-Apr,0.219,Electronic
116,LOUDPVCK,Gone,1GkjM3YFmgiE23gyezCySh,34,0.0205,0.545,190607.0,0.939,9.01e-05,A#,0.339,-4.672,Major,0.0931,?,4-Apr,0.434,Electronic
117,Tropkillaz,Hotdamn!,32zkKx35Et6A515oZKxDkD,36,0.00544,0.664,184434.0,0.893,0.000193,C#,0.131,-4.501,Major,0.201,189.988,4-Apr,0.401,Electronic
118,RJD2,Since We Last Spoke,3ZNalQapVUoFKQ3Hj6OGaW,35,0.00745,0.616,254427.0,0.631,0.6,F,0.0479,-5.576,Minor,0.037,119.72,4-Apr,0.152,Electronic
119,empty_field,See the Sea (Blue),29R1IMTTbDDA3VNlk6UEW5,27,0.00406,0.746,244773.0,0.813,0.725,G,0.113,-6.701,Major,0.0548,120.996,4-Apr,0.527,Electronic
120,Supergrass,Mary,4TboAbE2pCUUB0fk6Q9rUU,33,0.0346,0.522,239960.0,0.734,0.00442,C,0.0532,-6.868,Minor,0.0348,113.03,4-Apr,0.325,Electronic
121,Rodrigo Gallardo,Minero,0iH6yYFQZ3cLNPMalaNe7j,37,0.343,0.874,369219.0,0.579,0.536,B,0.126,-10.974,Minor,0.209,?,4-Apr,0.255,Electronic
122,RL Grime,Pressure,1qihsjJnf03XNK6ghWV2yD,49,0.243,0.518,268053.7113117632,0.989,0.755,G,0.239,-2.997,Major,0.0771,94.005,4-Apr,0.0856,Electronic
123,empty_field,To the End - 2012 Remaster,4gjoYVspgWdhGx1A0KAP6K,48,0.0166,0.524,244600.0,0.634,6.78e-05,D,0.0895,-8.968,Major,0.0249,96.289,4-Apr,0.634,Electronic
124,The Crystal Method,The Raze,2J84DvAAI8ph5DYojk3HPt,36,0.00956,0.56,205173.0,0.597,0.8,A,0.164,-10.941,Major,0.031,?,4-Apr,0.0594,Electronic
125,The Field,Everybody's Got To Learn Sometime,4bN43jYf41eIjJZ3UXQpuA,40,0.0922,0.365,413093.0,0.489,0.763,C#,0.124,-9.29,Minor,0.0353,150.195,4-Apr,0.0724,Electronic
126,The Chemical Brothers,This Is Not A Game,0MoZADdiiC9yzcWpBbNYAC,40,0.294,0.561,194813.0,0.837,3.94e-06,C,0.367,-4.905,Minor,0.0682,147.078,4-Apr,0.369,Electronic
127,SLUMBERJACK,Vision,5mFYtqhN4T2D9IPSaZnVDw,33,0.0293,0.535,244375.0,0.98,0.0277,B,0.283,-5.679,Major,0.178,144.013,4-Apr,0.518,Electronic
128,empty_field,A Time For The Fear (Who's Afraid),3z6IW13X6rSykqoFMm7xz8,22,0.928,0.713,284800.0,0.889,0.921,A,0.0617,-13.579,Minor,0.0954,100.613,4-Apr,0.0971,Electronic
129,empty_field,Shake It,3hQKuj4sZ9L4Yn0RC2SIrI,53,0.116,0.732,268053.7113117632,0.992,0.00588,G#,0.0567,-3.216,Major,0.1,149.943,4-Apr,0.664,Electronic
130,empty_field,Confused,6niNEBHFV7ga3HKAPcmADu,30,0.175,0.532,155735.0,0.735,8.51e-05,D,0.0825,-5.479,Major,0.715,170.588,4-Apr,0.515,Electronic
131,Wax Tailor,Where My Heart's At,1t6QtgCmzFzfmeDkSa530b,30,0.0704,0.767,268053.7113117632,0.862,3.54e-05,F,0.112,-6.347,Minor,0.221,95.023,4-Apr,0.809,Electronic
132,Kai Wachi,O N E - Original Mix,3gg0xEc2b4eEbYySLmfFU1,31,0.0237,0.583,265645.0,0.726,0.777,A,0.0944,-5.881,Major,0.113,180.026,4-Apr,0.101,Electronic
133,Moksi,Lights Down Low,4YUcsuX63cRRKAVlJgvvkb,46,0.0136,0.719,268053.7113117632,0.93,0.0701,G,0.302,-5.08,Major,0.0672,126.013,4-Apr,0.806,Electronic
134,empty_field,Hello There,5egX7vLsvKQM1MrulgPUsC,51,0.0205,0.798,180321.0,0.72,0.0,D,0.0666,-6.368,Major,0.0672,114.028,4-Apr,0.451,Electronic
