instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
59,Pantera,Domination,6ahJrSow9Oyy8S3jAQqdZ7,62,0.000211,0.372,305293.0,0.888,0.00442,D,0.115,-5.88,Major,0.0943,141.374,4-Apr,0.555,Children's Music
60,The Story So Far,Out of It,7aidmSBTgMhk8IufYOTUXO,56,0.000157,0.381,158453.0,0.939,0.0,D,0.389,-3.255,Major,0.0523,?,4-Apr,0.635,Children's Music
61,Mogul Music Inc.,If You're Happy and You Know It,1hEiVb61xXfCc9JL4cJRQP,19,0.00653,0.801,208170.0,0.704,9.37e-06,E,0.0814,-9.059,Minor,0.117,99.615,4-Apr,0.525,Children's Music
62,Tora,Too Little,6M1nfYPKy7DRk3IrhFVViQ,64,0.566,0.677,125035.0,0.478,0.131,G,0.196,-9.904,Minor,0.069,125.825,4-Apr,0.282,Children's Music
63,empty_field,Sometimes,4GwTpVljMNi31s4TMCMCCG,61,0.664,0.669,192280.0,0.284,0.00573,G,0.0659,-12.594,Minor,0.0693,79.943,4-Apr,0.178,Children's Music
64,Kimbo Children's Music,"Movin' Fast (Movement Association, Listening)",5MQTn8l3zaKk74LeGDrGUl,0,0.693,0.621,109573.0,0.495,0.00854,A#,0.0965,-13.39,Major,0.131,101.455,4-Apr,0.546,Children's Music
65,The Black Keys,10 Lovers,00mn23xSMb4rZOtm4sfmWj,54,0.0434,0.606,213227.0,0.638,0.000247,D#,0.0887,-6.994,Minor,0.0339,?,4-Apr,0.817,Children's Music
66,Rakim,Guess Who's Back,6tVheor5gIlXQSoUqTpHB3,59,0.018,0.819,250907.0,0.799,0.0,F#,0.104,-7.769,Minor,0.264,?,4-Apr,0.664,Children's Music
67,The Glorious Sons,My Poor Heart - Live at Longboat Hall,6IH6pdKycDMCIM5Jgj9U3j,34,0.351,0.514,303336.0,0.824,0.0,D,0.505,-4.499,Major,0.339,?,4-Apr,0.35,Children's Music
68,Kimbo Children's Music,Dancing Dragon II (Instrumental),5BdKP9AL3bxVgQcK7iDfVg,0,0.683,0.936,96933.0,0.383,0.72,D,0.0505,-12.388,Major,0.0992,128.71,4-Apr,0.417,Children's Music
69,Amon Amarth,The Pursuit Of Vikings,2FJJLuC9R3x3SRJ5jblmMO,58,6.59e-05,0.506,199181.0591612581,0.967,0.41,F#,0.167,-2.973,Major,0.0451,?,4-Apr,0.488,Children's Music
70,Linkin Park,Bleed It Out,6n3Wk44F3ZZwts8OAyB2zK,74,0.114,0.529,166373.0,0.967,0.0,C#,0.61,-3.647,Minor,0.0508,?,4-Apr,0.596,Children's Music
71,Enzo Garcia,Toodala,0o2AHFogQCqNpkLWS3aqu9,0,0.917,0.734,177000.0,0.341,0.0639,E,0.0912,-11.458,Major,0.0405,118.213,4-Apr,0.877,Children's Music
72,empty_field,Sin Ti,1omjLLnmVm9gZgCvfi0Jyh,60,0.0908,0.725,199181.0591612581,0.529,0.0028,C,0.174,-5.565,Major,0.0375,144.707,4-Apr,0.6,Children's Music
73,The Fratellis,Henrietta,7MoKXLQeI0Bh2QodCjDO4K,48,0.023,0.609,211627.0,0.951,0.0,F#,0.136,-3.267,Minor,0.0918,122.455,4-Apr,0.872,Children's Music
74,Kimbo Children's Music,Baby Take a Bow (Vocal),1fVkv2HympD7WrvJ6kui5N,8,0.343,0.819,199181.0591612581,0.442,0.0304,C#,0.0882,-8.929,Minor,0.0482,135.437,4-Apr,0.761,Children's Music
75,The Re-Bops,No Sweeter Music - Instrumental,3oxCefEI6Tc6Z6t20J4IvH,0,0.765,0.52,199181.0591612581,0.108,0.00279,D#,0.132,-16.335,Major,0.0512,147.287,4-Apr,0.184,Children's Music
76,GoldLink,Kokamoe Freestyle,3PwT4UE95RrHyn6pheYS4g,53,0.447,0.78,199181.0591612581,0.773,7.28e-05,A#,0.0791,-7.53,Minor,0.462,189.901,4-Apr,0.729,Children's Music
77,Coast Modern,Hollow Life,0hvTyaj0tenSbXndKBdfB6,55,0.00332,0.631,237067.0,0.748,4.19e-06,G#,0.0386,-4.042,Major,0.0389,118.96,4-Apr,0.255,Children's Music
78,The Fresh Beat Band,Silly Bananas,21csDNj3WqMPYDzW996UHL,8,0.0564,0.603,80627.0,0.975,0.0,C#,0.189,-3.617,Major,0.348,180.227,4-Apr,0.531,Children's Music
79,Andrés Calamaro,Te quiero igual,5yHfBb0WQaED1bdLugCuha,0,0.148,0.532,235560.0,0.884,6.76e-06,G,0.154,-4.941,Major,0.0398,128.074,4-Apr,0.781,Children's Music
80,Glassjaw,Ape Dos Mil,7omzZ8KjSc3If5CByV4aZy,47,0.0101,0.333,199181.0591612581,0.851,0.0,G,0.277,-5.293,Major,0.0948,?,4-Apr,0.44,Children's Music
81,Newsboys,Guilty,3k2wAaHded3WWRwdI2Fcni,44,0.00554,0.552,219413.0,0.902,0.0,C,0.18,-4.561,Major,0.0407,132.016,4-Apr,0.388,Children's Music
82,Rejjie Snow,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),2Ft993NAjpq9v3ljhHrJtf,50,0.379,0.676,290333.0,0.458,0.0,C#,0.122,-6.172,Major,0.418,84.188,4-Apr,0.723,Children's Music
83,Sugar Kane Music,Milkshake,7GaU3NIBFuWcZRQFZD05LB,0,0.328,0.847,159493.0,0.88,0.0,D,0.0727,-5.022,Major,0.156,123.998,4-Apr,0.902,Children's Music
84,Children Songs Company,Latter Speed,62i5IYsfk28UiViWTeEw2x,0,0.0171,0.635,186000.0,0.88,0.255,A#,0.0529,-8.542,Minor,0.0419,120.014,4-Apr,0.273,Children's Music
85,empty_field,Hypocrite,6gU9OKjOE7ghfEd55oRO57,51,0.143,0.629,199181.0591612581,0.938,0.0149,A,0.115,-3.293,Major,0.0323,104.998,4-Apr,0.628,Children's Music
86,Kimbo Children's Music,Musical Bean Bags (Instrumental),1ENRzsvaOA4iTw1ZUCRIW6,0,0.0251,0.789,283467.0,0.392,0.324,C,0.0393,-12.885,Major,0.311,119.929,4-Apr,0.313,Children's Music
87,Buddy,Trouble On Central,4Xcf7CxAyFXsFMNp77WHkT,59,0.223,0.812,185985.0,0.46,0.000236,C#,0.142,-6.622,Minor,0.103,99.959,4-Apr,0.602,Children's Music
88,At The Drive In,One Armed Scissor,7A6Cd8lbBGcdXo64j7kwmK,50,0.0511,0.251,260306.0,0.932,3.29e-05,E,0.642,-4.167,Minor,0.159,165.253,4-Apr,0.229,Children's Music
89,empty_field,Strict Machine,0EUSbTvyZfo9QOcxunL9Ro,58,0.0248,0.634,231453.0,0.59,0.16,F#,0.112,-7.66,Major,0.0294,125.998,4-Apr,0.45,Children's Music
90,Juice Music,The Muffin Man,3BbEUsJcM8B6oZDLkkxUxL,25,0.868,0.731,61000.0,0.324,0.00211,F,0.0789,-13.013,Major,0.127,204.357,4-Apr,0.591,Children's Music
91,empty_field,Darlin',6YR7zNteyvEmy3UoNeXHjG,56,0.571,0.866,205091.0,0.388,0.0,A,0.1,-11.009,Major,0.32,109.976,4-Apr,0.556,Children's Music
92,Matt Martians,Dent Jusay,1s7oKuT7720tOM0JSshbMv,44,0.61,0.513,199181.0591612581,0.822,2.16e-06,G#,0.658,-4.776,Minor,0.445,74.008,4-Apr,0.569,Children's Music
93,empty_field,This Is The Way We Put Away Toys,1gCIQKbkCz4TRN1BjYYzmx,0,0.978,0.608,21053.0,0.0139,0.0,G#,0.0915,-21.259,Major,0.422,?,3-Apr,0.0,Children's Music
94,Bishop Briggs,Water,2ouURa1AIXp3AvkS52Jry5,52,0.557,0.273,201840.0,0.432,7.56e-05,D,0.0868,-6.773,Major,0.042,84.768,4-Apr,0.275,Children's Music
95,Children Songs Company,"Rock Me to Sleep, Mother",05AzZILmQKv62cK8Aa5eyX,0,0.995,0.481,126387.0,0.0404,0.0,E,0.204,-10.779,Major,0.0476,81.228,1-Apr,0.233,Children's Music
96,empty_field,Great I Am,0Ot6e3wYVQQ1Us9PM977jE,52,0.00245,0.407,199181.0591612581,0.75,4.27e-05,D,0.086,-7.278,Major,0.0343,160.124,4-Apr,0.26,Children's Music
97,RAC,We Belong - Odesza Remix,0Ij7S8R8U9OMLJrnDEucDo,52,0.000557,0.518,318307.0,0.762,0.0967,C,0.132,-8.276,Major,0.0429,?,4-Apr,0.0697,Children's Music
98,empty_field,Tchip Tchip (Birdie Dance),45Z407vopy7ypEN862dkPp,0,0.00113,0.357,216653.0,0.761,0.904,G,0.13,-7.854,Major,0.0364,120.146,3-Apr,0.716,Children's Music
99,Casting Crowns,Just Be Held,4Y8vb1uy9IjM2V1hqvrAid,61,0.623,0.526,221080.0,0.657,0.0,C,0.159,-6.399,Major,0.0342,76.032,4-Apr,0.265,Children's Music
100,empty_field,Biking (Solo),4PZzEAYfBb26M5Fhm8xbZd,60,0.543,0.64,212495.0,0.548,3.1e-06,G,0.303,-6.965,Major,0.147,148.077,4-Apr,0.181,Children's Music
101,Kimbo Children's Music,Community Helper Hop,3EApebexZ7YqDIqw2EMTDh,0,0.38,0.674,279360.0,0.521,0.0,D,0.27,-11.287,Major,0.0713,184.137,4-Apr,0.948,Children's Music
102,Children Songs Company,All Praise to Jesus,6sC5OnwKT3CnuOub53ckIm,0,0.995,0.826,165547.0,0.294,0.965,G,0.162,-13.115,Major,0.182,?,4-Apr,0.964,Children's Music
103,empty_field,Love Don't Cost A Thing,157xY1dH0IC7mrYypp7UtK,0,0.0194,0.59,216253.0,0.738,0.000121,E,0.0352,-6.95,Minor,0.0561,195.11,4-Apr,0.755,Children's Music
104,Bishop Briggs,Dream,0SSqRPr13WcjHgdK00rfGZ,60,0.0914,0.592,194960.0,0.674,0.0,A,0.331,-5.328,Minor,0.0402,78.454,4-Apr,0.338,Children's Music
105,Kids Club Music,Skip to My Lou,2hsAlGnOdB7TV8q6buzn2B,3,0.101,0.622,136615.0,0.906,2.09e-05,F,0.11,-0.871,Major,0.0413,129.955,4-Apr,0.781,Children's Music
106,H.E.R.,Gone Away,2vHfabj6nFebekTYODqntl,58,0.669,0.39,249520.0,0.335,0.0,F#,0.0958,-12.717,Minor,0.141,77.975,4-Apr,0.295,Children's Music
107,Fair To Midland,Dance Of The Manatee,3YUoquHwwvq92XhCiUlXNJ,41,0.00149,0.486,250707.0,0.901,0.0,F,0.262,-4.908,Minor,0.062,107.04,4-Apr,0.651,Children's Music
108,Charlotte Day Wilson,Funeral,6PjPwtVXT0BrC3dv06pM8P,52,0.904,0.334,256941.0,0.304,0.0328,B,0.121,-10.341,Minor,0.0731,99.848,4-Apr,0.0628,Children's Music
109,The Band CAMINO,Something To Hold On To,5VZBI8IGsDIvYkafL6HkmY,55,0.000396,0.473,220371.0,0.868,0.00866,C#,0.0763,-3.962,Major,0.0716,?,4-Apr,0.626,Children's Music
110,Electric Six,Danger! High Voltage (Soulchild Radio Mix),7EHAXZenBzmGCpccWCyg8z,56,1.92e-05,0.66,214600.0,0.698,0.166,B,0.0517,-4.722,Minor,0.0302,?,4-Apr,0.511,Children's Music
111,Common,GO!,3ncgNpxLoBQ65ABk4djDyd,53,0.0827,0.842,199181.0591612581,0.775,1.41e-05,A#,0.177,-11.038,Minor,0.222,104.959,4-Apr,0.526,Children's Music
112,Loyle Carner,Loose Ends,59Hahczqa3il3rNUD5562X,66,0.131,0.774,256198.0,0.65,6.87e-05,B,0.105,-7.028,Minor,0.284,90.989,4-Apr,0.316,Children's Music
113,NoMBe,Wait,3Rf1FThe3DDXmvJlSfPq9E,61,0.197,0.769,214436.0,0.465,0.0181,E,0.155,-7.765,Minor,0.0634,98.011,4-Apr,0.185,Children's Music
114,empty_field,Only Hope,7nSz65ObFCsMGEoiTBIekn,51,0.328,0.519,199181.0591612581,0.326,0.194,B,0.118,-11.803,Minor,0.0252,82.479,1-Apr,0.244,Children's Music
115,The Story So Far,States and Minds,3BnfMMWFkPFpgI41mHWOKf,44,0.0012,0.499,50720.0,0.99,0.783,E,0.734,-3.944,Major,0.165,167.198,4-Apr,0.441,Children's Music
116,empty_field,The Legacy,2IYMqudq12LFX3lr1Dmg3W,48,1.11e-05,0.556,280400.0,0.951,0.0828,C#,0.0376,-4.364,Minor,0.0538,94.999,4-Apr,0.399,Children's Music
117,Kimbo Children's Music,Ronda De Jambe a Terre - Moderate 3/4 Meter - Le Retour De Patre - Burgmuller,7p6p8OCAsGUFvtEklW93uo,0,0.992,0.343,127507.0,0.376,0.895,G,0.0995,-14.158,Major,0.0517,115.289,3-Apr,0.399,Children's Music
118,empty_field,Go Down in History,1v6pRxtb2g3ILUh0UQlS2t,53,6.04e-05,0.505,199181.0591612581,0.985,1.02e-05,F,0.351,-4.401,Major,0.119,119.993,4-Apr,0.243,Children's Music
119,empty_field,Love Again,2Iq6HhIquO7JKr0KfTNLzU,47,0.063,0.513,199181.0591612581,0.327,0.000253,C,0.117,-8.798,Minor,0.0346,78.412,4-Apr,0.146,Children's Music
120,Rexx Life Raj,Time,49qZ8nyXqZLiBPDcllRd4C,55,0.22,0.721,245682.0,0.489,0.0,F#,0.0196,-10.827,Minor,0.396,123.755,4-Apr,0.474,Children's Music
121,Grizfolk,In My Arms (feat. Jamie N Commons),5b8Lky17LzmS72OrzZybVs,52,0.0463,0.385,172360.0,0.739,3.32e-05,F,0.152,-5.598,Major,0.0318,133.735,4-Apr,0.37,Children's Music
122,empty_field,Surfer Dude,532vPzkjAV7fwEgjypZMKW,0,0.0051,0.546,177387.0,0.866,0.0045,E,0.158,-7.242,Major,0.0879,169.962,4-Apr,0.871,Children's Music
123,empty_field,In da Club - Instrumental,3X6YJcqTinaNraRvojF62K,0,0.164,0.748,211054.0,0.868,0.936,C#,0.0604,-5.492,Major,0.0451,120.036,3-Apr,0.922,Children's Music
124,American Authors,Deep Water,2EB1aFLWC4uIfld5Z3Yj1z,59,0.183,0.597,199181.0591612581,0.626,0.0,A#,0.132,-5.891,Major,0.0468,125.074,4-Apr,0.45,Children's Music
125,Kota the Friend,Smile,42cxPm9jgbaxIVN77XA1m6,53,0.764,0.828,160179.0,0.394,0.0,A,0.109,-9.837,Major,0.1,107.927,4-Apr,0.476,Children's Music
126,BANKS,Beggin For Thread,6ooluO7DiEhI1zmK94nRCM,61,0.00101,0.597,249740.0,0.696,0.0735,F,0.255,-6.196,Minor,0.0278,?,4-Apr,0.397,Children's Music
127,Demon Hunter,Leave Me Alone,0u7su4ofo8Os312XBr2h6X,41,6.29e-06,0.507,350627.0,0.953,0.0216,B,0.138,-4.85,Minor,0.0616,105.005,4-Apr,0.213,Children's Music
128,Breaking Benjamin,Into The Nothing,2fytePz8UsbUr8n33QBEcm,52,8.72e-05,0.462,199181.0591612581,0.913,0.0,F#,0.181,-3.55,Major,0.0469,94.998,4-Apr,0.498,Children's Music
129,MF DOOM,Deep Fried Frenz,45Qa5mIlVoSlRdSoLsSnLz,53,0.0823,0.647,299627.0,0.669,0.0,F#,0.342,-7.874,Major,0.282,96.269,4-Apr,0.553,Children's Music
130,Robert Earl Keen,Corpus Christi Bay,5JygmlX9C0F8ReQ2CWgpfC,45,0.386,0.668,238733.0,0.459,0.0,A#,0.0845,-11.746,Major,0.028,119.825,4-Apr,0.661,Children's Music
