instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
48,Mos Def,UMI Says,3AJjiJDhWIk80j0XrmHWjJ,52,0.305,0.72,-1,0.67,0.0,D,0.0928,-10.224,Major,0.132,121.342,4-Apr,0.566,Alternative
49,empty_field,Stolen Moments,08fhbfRSg7eEH0IZT7pB6a,52,0.829,0.434,137638,0.211,0.0,A#,0.104,-9.371,Major,0.0506,170.597,4-Apr,0.202,Alternative
51,Danger Doom,Space Hos,3HOL9Jrb1cmUjHYZiPLzmn,41,0.239,0.733,209480,0.82,0.0,C#,0.335,-7.288,Major,0.24,?,4-Apr,0.625,Alternative
54,GoldLink,Meditation,6INaSJ4clfZ8pvXSGZQnJ7,54,0.0303,0.849,-1,0.703,0.0,E,0.0831,-7.069,Minor,0.193,115.052,4-Apr,0.405,Alternative
66,Shinedown,For My Sake,0VFXFyPMq3FwEa1Xg4jqnq,45,0.000528,0.414,227213,0.959,0.0,D,0.252,-3.245,Minor,0.0868,166.006,4-Apr,0.586,Alternative
68,John Prine,In Spite of Ourselves (feat. Iris DeMent),1VRjHqcE8ttKtaj8bTaJyS,57,0.67,0.547,213600,0.277,0.0,C,0.091,-11.327,Major,0.0429,153.974,4-Apr,0.684,Alternative
71,empty_field,Forever (feat. Joseph Chilliams & Ravyn Lenae),0ylA6Q6qDtLXgosYme9YAo,46,0.571,0.672,-1,0.655,0.0,F#,0.188,-9.768,Minor,0.469,113.74,5-Apr,0.906,Alternative
73,empty_field,HEAVEN ALL AROUND ME,3GDEflFwElAmzXNHsDTiFi,51,0.346,0.678,212840,0.393,0.0,G,0.0897,-11.062,Major,0.0738,119.997,4-Apr,0.0975,Alternative
79,The 1975,I Like America & America Likes Me,7Bbz8Dbk5ZJcsEC2tiGnIO,60,0.0392,0.439,-1,0.683,0.0,D#,0.109,-6.217,Major,0.0418,137.901,4-Apr,0.0725,Alternative
83,empty_field,I Hate Everything About You,31hqP5oGX2M2z4ayh97jHl,70,0.00461,0.498,231480,0.83,0.0,F#,0.139,-5.157,Minor,0.0421,?,4-Apr,0.453,Alternative
89,Fivefold,Lost Within,20s34XSPIiYMGSFDRSs24t,47,0.176,0.47,229093,0.857,0.0,F#,0.108,-5.776,Minor,0.0609,149.94,4-Apr,0.219,Alternative
90,GoldLink,I Can Feel It,12ZIdN3zkmtdYsIwXHRNGg,46,0.471,0.521,153773,0.85,0.0,B,0.121,-3.607,Minor,0.281,92.062,4-Apr,0.378,Alternative
91,empty_field,Halo,61nYUQyTKEGqy8Rqwlbxrb,42,0.000104,0.377,225798,0.963,0.0,C#,0.376,-3.369,Minor,0.0785,151.925,4-Apr,0.325,Alternative
92,Bobaflex,I'm Glad You're Dead,2awExtNBABpwOFC78XViJd,45,0.000819,0.581,177145,0.917,0.0,G#,0.566,-3.321,Major,0.0467,?,4-Apr,0.666,Alternative
94,Sidewalk Prophets,Live Like That,6gcNSi6b9gvDBjYO059lrF,48,0.053,0.479,237199,0.893,0.0,D#,0.0791,-4.134,Major,0.0476,?,4-Apr,0.398,Alternative
101,Three Days Grace,Misery Loves My Company,1UE2mIj6uy9Tip2cvQx5xu,52,0.00139,0.516,162293,0.872,0.0,G#,0.258,-5.102,Major,0.0402,99.936,4-Apr,0.556,Alternative
105,Skillet,It's Not Me It's You,4B0tKXJguUl5YqW5wDcjNe,47,0.00466,0.431,204787,0.908,0.0,B,0.0693,-3.732,Minor,0.0388,172.164,4-Apr,0.317,Alternative
114,One Day As A Lion,Wild International,0zH5uutE4lvOMotRtTtqPd,43,0.00964,0.408,227760,0.895,0.0,C#,0.51,-6.027,Major,0.196,171.695,4-Apr,0.531,Alternative
121,empty_field,Speaking Of,5nnL1gVSxHMzu8FmO4yr6E,48,0.479,0.458,-1,0.502,0.0,C#,0.102,-7.483,Major,0.361,174.098,3-Apr,0.612,Alternative
122,MARINA,Emotional Machine,69WMdZSqdQwFgLVpbMsZ2J,53,0.222,0.687,195541,0.833,0.0,E,0.141,-6.828,Minor,0.0627,114.999,4-Apr,0.28,Alternative
125,empty_field,Everything Comes Alive,15kLz0zNFdtsaJdXKSGmTU,43,0.182,0.683,-1,0.828,0.0,G#,0.101,-5.479,Major,0.0471,97.006,4-Apr,0.539,Alternative
128,Aaron Lewis,That Ain’t Country,4Aj1eHsMtEmjpJUWdUWiVa,52,0.0217,0.728,242573,0.829,0.0,F#,0.283,-4.098,Major,0.0262,126.044,4-Apr,0.866,Alternative
129,Hoobastank,The Reason,5au12U47BOkJ7v7e8oKbSL,71,0.0105,0.474,232800,0.672,0.0,E,0.142,-4.678,Major,0.028,83.029,4-Apr,0.0649,Alternative
132,Good Charlotte,Hold On,0hLkWUECYBHJrzWzdwBiFN,45,0.000884,0.424,245600,0.937,0.0,C#,0.113,-5.354,Major,0.0769,137.861,4-Apr,0.156,Alternative
133,Casting Crowns,Thrive,38sMUtPWu8TlKnRGHshULS,50,0.104,0.641,305333,0.633,0.0,F#,0.262,-7.295,Major,0.0271,114.993,4-Apr,0.279,Alternative
136,Slipknot,'Til We Die,6M2B5GBFjzlcCpu53lTadi,50,0.137,0.482,345693,0.751,0.0,E,0.162,-4.993,Major,0.0467,148.048,3-Apr,0.521,Alternative
145,Anthem Lights,Love You Like the Movies,36Rghnz4im2piweKI5BAsH,45,0.0496,0.678,228158,0.58,0.0,F#,0.066,-5.282,Major,0.0319,106.033,4-Apr,0.658,Alternative
147,Blind Melon,Skinned,42IefhDGB2nJSL2yD2lMe1,41,0.597,0.633,-1,0.623,0.0,G,0.0428,-7.895,Major,0.0498,140.518,4-Apr,0.924,Alternative
152,Bullet For My Valentine,Tears Don't Fall - Acoustic Version,5QPachkZsP2xHp52FIoX0d,54,0.705,0.316,277533,0.596,0.0,G,0.102,-5.806,Minor,0.0282,147.842,4-Apr,0.563,Alternative
155,Hoobastank,Out Of Control,2ZFX853E9oi99D6WaPYUg8,50,0.00133,0.445,162107,0.973,0.0,E,0.364,-4.334,Minor,0.117,157.986,4-Apr,0.491,Alternative
157,311,Creatures (For a While),1IpHQZF8eJ5mQos0F6ahkK,41,0.00204,0.515,266333,0.907,0.0,F#,0.132,-6.951,Major,0.0627,190.605,4-Apr,0.704,Alternative
160,The Raconteurs,Live a Lie,6t4w2YEUe77oA5O6eDw9kO,48,2.52e-05,0.335,140807,0.822,0.0,A,0.124,-6.754,Major,0.0538,140.583,4-Apr,0.377,Alternative
162,Big K.R.I.T.,Believe,113xf7t4qNM7038YJvauik,54,0.0452,0.828,166172,0.761,0.0,C#,0.205,-2.212,Major,0.159,129.916,4-Apr,0.262,Alternative
165,88-Keys,Stay Up! (Viagra),30KHnbcEGIHAuXlatjOO7R,40,0.0359,0.773,189360,0.513,0.0,C#,0.347,-6.742,Major,0.319,90.507,4-Apr,0.474,Alternative
168,Alex Cameron,Divorce,1tv8NvgGK3dzonbW3aPJV3,43,0.37,0.526,192933,0.738,0.0,G,0.0842,-5.26,Major,0.0358,144.565,4-Apr,0.898,Alternative
171,Anthem Lights,Best of 2010: Baby / Break Even / Need You Now / Dynamite / Tik Tok / Airplanes,0oK6aZFtGPCCQ83lChpGO3,47,0.709,0.417,155342,0.443,0.0,F,0.217,-6.261,Major,0.0328,119.903,4-Apr,0.47,Alternative
172,Breaking Benjamin,Rain,7kmSIKAk4VHP4QUjpBPbGg,48,0.578,0.614,205240,0.299,0.0,C,0.103,-9.792,Major,0.0279,124.846,4-Apr,0.397,Alternative
174,empty_field,Riptide,1TFsOckh4vFv092jOS0SHj,49,0.00169,0.505,191373,0.757,0.0,C,0.337,-5.443,Major,0.0829,83.212,4-Apr,0.556,Alternative
175,Chris Cornell,When Bad Does Good,7vYPWVc85PEmPjqcrNGmRJ,48,0.039,0.142,265973,0.657,0.0,C#,0.319,-5.767,Major,0.0423,179.119,4-Apr,0.0377,Alternative
178,The Pale White,Medicine,4J0kN8QS2esY6cWBsFjtW9,54,0.00035,0.361,247360,0.895,0.0,A#,0.349,-3.94,Minor,0.06,177.959,4-Apr,0.459,Alternative
183,Bishop Briggs,White Flag,3stl6CuahXWbiupZm2aOkH,58,0.062,0.524,230587,0.805,0.0,E,0.209,-4.08,Minor,0.065,152.044,4-Apr,0.354,Alternative
191,empty_field,Party By Myself,2s4AcE9n80mSHl87lp4gIm,50,0.241,0.683,-1,0.937,0.0,G,0.152,-4.098,Major,0.12,135.992,4-Apr,0.748,Alternative
194,empty_field,Yours to Hold,2BaEnUiVMbGagnFxdAmrQr,44,0.0149,0.383,221267,0.722,0.0,D,0.237,-3.534,Major,0.0283,152.017,4-Apr,0.227,Alternative
207,Hollywood Undead,Sell Your Soul,5jfTyVVni6I5FU7ti6Csap,43,0.000151,0.602,193973,0.837,0.0,F#,0.221,-5.963,Minor,0.0537,140.072,4-Apr,0.461,Alternative
211,Ari Lennox,Whipped Cream,1gjRrGTfkFpfGt4Ouit8ST,62,0.568,0.741,288532,0.397,0.0,F#,0.153,-9.34,Minor,0.035,85.049,4-Apr,0.418,Alternative
214,empty_field,What It Takes,7emZpxWcAeUftvyCPk0mdL,52,0.00144,0.516,-1,0.877,0.0,G#,0.094,-4.358,Major,0.0755,?,4-Apr,0.625,Alternative
218,Skillet,Lucy,38dwhcluZQdqTrUXp5yQ1g,51,0.183,0.481,218387,0.71,0.0,G,0.147,-4.785,Major,0.0298,140.062,4-Apr,0.188,Alternative
220,Zayde Wølf,King,6XuG3em7IfyR3kHENNyAbE,44,0.0183,0.567,198326,0.896,0.0,A,0.18,-3.515,Major,0.069,85.033,4-Apr,0.354,Alternative
225,empty_field,Last Stand,6SofTyYM2Ewk6KF4QROHJq,51,0.00197,0.442,-1,0.746,0.0,C#,0.123,-5.411,Major,0.0309,131.957,4-Apr,0.332,Alternative
227,A Tribe Called Quest,Sucka Nigga,5wU6jk9kxYzFGUpeE6T2Q5,49,0.299,0.774,245080,0.623,0.0,C#,0.385,-10.372,Major,0.324,86.233,4-Apr,0.928,Alternative
231,Smino,Spitshine,1ENopQBN8TscDtPhVAi3yp,46,0.152,0.715,-1,0.684,0.0,D,0.473,-8.138,Major,0.549,89.963,4-Apr,0.767,Alternative
236,Shinedown,45,40Yqj4sHcwAC7fszg4EZoR,63,0.0022,0.446,250093,0.657,0.0,G,0.189,-4.494,Major,0.0262,?,3-Apr,0.215,Alternative
238,empty_field,Oh No!,0rvQf5HUZEj2WwbWaJRZFk,51,0.058,0.776,180467,0.9,0.0,C,0.256,-3.97,Major,0.0382,127.051,4-Apr,0.963,Alternative
239,empty_field,How Great Is Your Love,51xBgzcyzojRpqFW2ICQAB,45,0.179,0.441,394627,0.423,0.0,C,0.0639,-9.573,Major,0.0291,?,4-Apr,0.103,Alternative
240,Curren$y,Plan of Attack,0jzqTb61D0L4D90Fk1j0XL,55,0.0357,0.801,-1,0.756,0.0,B,0.202,-5.42,Minor,0.272,136.006,4-Apr,0.639,Alternative
244,A Tribe Called Quest,Find a Way,6aKJCqUEFQdnkndRUsInbA,59,0.0352,0.773,203067,0.581,0.0,G#,0.485,-8.466,Major,0.432,?,4-Apr,0.711,Alternative
245,empty_field,Make Up Your Mind,5HYwRSalrvZC7ZTT8BuDR7,41,0.00106,0.417,242160,0.74,0.0,A,0.648,-5.778,Major,0.0367,152.899,4-Apr,0.244,Alternative
247,St. Lucia,Dancing On Glass,7jkSYYCWDDJiMNq1Cf2snM,57,0.0189,0.564,-1,0.945,0.0,C#,0.359,-4.705,Major,0.0493,101.003,4-Apr,0.399,Alternative
248,Downplay,Hated You from Hello,36l6rhxxsskLaw3y2zyi5Q,49,0.000222,0.352,169787,0.906,0.0,G#,0.181,-4.493,Major,0.0779,192.118,4-Apr,0.78,Alternative
251,Mazzy Star,Halah,4KoecuyOpZaNFZ0UqVsllc,47,0.23,0.622,196227,0.448,0.0,C,0.102,-10.709,Major,0.0265,106.085,4-Apr,0.553,Alternative
254,My Darkest Days,Porn Star Dancing - Bonus Track,2PBhtUADoEysFoT5dBBGnz,44,0.00602,0.595,207120,0.905,0.0,D,0.238,-3.92,Major,0.0571,160.126,4-Apr,0.475,Alternative
257,NEEDTOBREATHE,Brother (feat. Gavin DeGraw),05vNkPjHDPEdUgvnFokXIv,62,0.135,0.526,208205,0.803,0.0,B,0.119,-3.989,Major,0.127,?,4-Apr,0.564,Alternative
258,CKY,Flesh Into Gear,2j5hsQvApottzvTn4pFJWF,46,0.000368,0.314,186240,0.957,0.0,G#,0.12,-4.324,Major,0.101,93.804,4-Apr,0.415,Alternative
264,empty_field,Good Good Father,5rs912pmMraDxYdsUXG0YZ,63,0.315,0.429,293398,0.587,0.0,A,0.108,-4.588,Major,0.0275,145.003,3-Apr,0.164,Alternative
265,Badflower,Ghost - Acoustic,5zCdvDqjolGRBtq3D7HDAg,54,0.424,0.669,269323,0.517,0.0,B,0.155,-5.97,Minor,0.0345,140.931,4-Apr,0.354,Alternative
266,Casting Crowns,Nobody (feat. Matthew West),6X99GsMN1RctlCSvlqpNcS,59,0.458,0.561,206400,0.717,0.0,G#,0.138,-5.719,Major,0.0381,79.993,4-Apr,0.454,Alternative
267,empty_field,Stranger,0YHBvFhfCJHyP5qfgtiX1o,46,0.033,0.476,169180,0.652,0.0,B,0.217,-5.247,Major,0.101,182.597,4-Apr,0.357,Alternative
268,empty_field,Another You (feat. Ruckazoid),7arwXlkOZe07bmznwck6Xp,48,0.0692,0.789,-1,0.554,0.0,A#,0.261,-5.335,Major,0.0431,?,4-Apr,0.77,Alternative
277,The Story So Far,Placeholder,0Ph6L4l8dYUuXFmb71Ajnd,44,0.0595,0.416,185733,0.969,0.0,D,0.104,-2.361,Major,0.0611,182.038,4-Apr,0.449,Alternative
278,John Prine,Paradise,2KkJj006V93x8d9dXpgmIg,46,0.792,0.583,195600,0.239,0.0,D,0.199,-13.85,Major,0.0293,81.528,3-Apr,0.512,Alternative
284,empty_field,I Will Wait for You (Psalm 130) [Live],3GV1T0k3QDPKdZgdQUWiZc,45,0.435,0.412,378077,0.371,0.0,C,0.117,-8.831,Major,0.0336,?,3-Apr,0.206,Alternative
290,Born Without Bones,Cancelled,6waHiq6DtId8t1RODPVSgP,40,0.00428,0.546,-1,0.875,0.0,A#,0.321,-4.363,Minor,0.0453,144.418,4-Apr,0.724,Alternative
293,Crossfade,So Far Away,0KgdDUsFMItlMyPcxjaLqT,49,0.000105,0.503,205520,0.942,0.0,E,0.248,-5.025,Minor,0.094,106.039,4-Apr,0.4,Alternative
317,empty_field,Str8 Outta Mumbai,4FquNAgja6onlomj4QLNvH,55,0.0625,0.716,162480,0.74,0.0,A,0.156,-4.437,Minor,0.262,114.916,4-Apr,0.597,Alternative
318,Slipknot,Wait and Bleed,3mikHfX3V2s3h0lhPO5rXw,67,0.00208,0.382,-1,0.996,0.0,G,0.417,-4.119,Major,0.104,93.345,4-Apr,0.327,Alternative
319,Remo Drive,Crash Test Rating,4heMx0OAwfILu13Lf0VbBM,43,0.000474,0.466,-1,0.877,0.0,G,0.406,-4.174,Major,0.172,120.178,4-Apr,0.566,Alternative
320,Unspoken,Miracle - Radio Version,5zMRkxgFscsPItPsMy4ItS,42,0.0508,0.584,-1,0.879,0.0,C#,0.338,-4.459,Major,0.0573,87.004,4-Apr,0.338,Alternative
322,empty_field,Swingin Party - 2008 Remaster,7sBtgJ82TfsrVqL0peq5fC,51,0.0224,0.647,233573,0.69,0.0,F#,0.147,-8.657,Minor,0.0454,117.514,4-Apr,0.682,Alternative
328,Kiana Ledé,Shame,1jzXICTau94hkAkBh7skHb,49,0.178,0.8,-1,0.59,0.0,A#,0.249,-7.551,Major,0.161,98.108,4-Apr,0.392,Alternative
330,Weezer,No Scrubs,67SSvp9OYw7lT2HK53jaJ6,53,0.188,0.69,-1,0.798,0.0,G#,0.111,-3.347,Minor,0.039,92.967,4-Apr,0.645,Alternative
331,empty_field,Granddaddy's Gun,2K22nUTdyr48JDwI5t906t,51,0.105,0.556,-1,0.758,0.0,F#,0.124,-4.751,Major,0.0278,145.046,4-Apr,0.357,Alternative
335,Caifanes,Viento,2LT99Z4WR5wXXTNccG3CmU,65,0.304,0.586,236333,0.855,0.0,B,0.129,-5.947,Minor,0.0327,124.917,4-Apr,0.448,Alternative
337,My Darkest Days,Can't Forget You,0Sivh7rHHpbe8znqIMiT7f,43,0.00526,0.344,233267,0.69,0.0,F#,0.0939,-5.465,Major,0.0375,166.013,4-Apr,0.256,Alternative
340,The Fratellis,Chelsea Dagger,02xf3HoDgImiqENFiLHD9C,59,0.0468,0.519,215173,0.825,0.0,G,0.0604,-3.087,Major,0.145,154.777,4-Apr,0.581,Alternative
341,Throw The Fight,Bury Me Alive,5uXztUX2ipi9KOCzKvvhPB,46,0.000126,0.315,226258,0.946,0.0,F#,0.342,-2.679,Minor,0.067,154.969,4-Apr,0.426,Alternative
345,Gallant,Gentleman (feat. T-Pain) - Remix,3qCr6fLSc45iB6pitzw47H,47,0.356,0.537,221423,0.691,0.0,E,0.212,-5.304,Minor,0.195,106.63,4-Apr,0.473,Alternative
353,empty_field,There For You,3Gm7r2yWlhJg26fuKN1qPG,41,0.0167,0.397,167893,0.606,0.0,G,0.123,-5.312,Major,0.0303,160.018,3-Apr,0.237,Alternative
354,Florence + The Machine,Which Witch - Demo / Bonus Track,05SZ279Bnz9Zst21BMoZWg,42,0.00761,0.507,259209,0.662,0.0,E,0.259,-6.986,Major,0.0492,134.88,4-Apr,0.236,Alternative
366,The White Stripes,The Denial Twist,38VK0h0wpsr9xGg61Uuvtz,45,0.333,0.504,155773,0.758,0.0,G,0.132,-7.974,Minor,0.148,90.466,4-Apr,0.758,Alternative
367,Temple Of The Dog,Call Me A Dog,2WiNuGZ8zSMYxBRI2QmEb1,43,0.164,0.29,-1,0.584,0.0,G,0.13,-9.622,Major,0.0386,146.016,3-Apr,0.348,Alternative
369,empty_field,Look At Me Now,3pP7rN2qbuDz7wKjBDQWeY,40,0.275,0.59,192453,0.529,0.0,F,0.117,-7.759,Major,0.0415,76.92,4-Apr,0.424,Alternative
371,Knuckle Puck,Chocolate,5cZpwmXGzDvBDX9Iv6wXzx,42,0.00229,0.507,231973,0.873,0.0,C,0.0722,-5.934,Major,0.0418,100.004,4-Apr,0.527,Alternative
372,Three Days Grace,Lost in You,71AMvL4Fey4MwxQShk4VBR,55,0.0199,0.434,232813,0.868,0.0,A,0.162,-3.503,Major,0.0366,162.969,5-Apr,0.366,Alternative
373,empty_field,Some Day,4qL5zv8xcteaD1IXG9CR3z,43,8.44e-05,0.429,192200,0.688,0.0,A,0.102,-5.563,Major,0.0309,174.019,4-Apr,0.37,Alternative
374,Dawes,Things Happen,2U2Z1IXnmJIvlknWizFykZ,58,0.387,0.522,243320,0.531,0.0,G,0.202,-7.78,Major,0.0293,79.252,4-Apr,0.761,Alternative
388,Gang Starr,Work,0AeXtgRernMx6BDInIxtm8,60,0.0347,0.787,177667,0.832,0.0,A#,0.0593,-4.671,Major,0.301,92.606,4-Apr,0.814,Alternative
389,empty_field,Hold Me Up,40gvh6jP5qxMJuMmF9lG9A,20,0.00113,0.241,-1,0.95,0.0,D#,0.377,-5.28,Major,0.116,133.669,4-Apr,0.242,Alternative
390,We Are Messengers,Point To You,33FnH9daASqZSaQ3QULcB2,48,0.401,0.396,-1,0.704,0.0,A#,0.599,-6.904,Major,0.0717,89.371,4-Apr,0.333,Alternative
393,empty_field,Miracle,6nLFq4WKYrDmhURlsrF81p,56,0.065,0.643,-1,0.767,0.0,B,0.27,-4.044,Minor,0.0346,130.09,4-Apr,0.587,Alternative
399,Jordan Feliz,Changed,5x0VudNGrznmSXEHmqv9Tn,50,0.177,0.625,192987,0.87,0.0,D,0.0868,-4.496,Major,0.0531,?,4-Apr,0.731,Alternative
403,Francesca Battistelli,Giants Fall,44ut2KJnt0HQMnUaMlDv9W,48,0.00831,0.601,186000,0.715,0.0,B,0.47,-4.843,Major,0.0362,94.976,4-Apr,0.606,Alternative
404,Alanis Morissette,You Oughta Know - 2015 Remaster,2iQKGv0kcOyQ2Ld4S45uW8,64,0.21,0.665,-1,0.834,0.0,E,0.452,-7.737,Major,0.0576,105.292,4-Apr,0.411,Alternative
408,Blur,Girls and Boys,27i5E9ok44Ymh7jtmN0OAy,65,0.00971,0.693,259387,0.875,0.0,G,0.0601,-8.354,Minor,0.0315,120.048,4-Apr,0.901,Alternative
410,Nickelback,Far Away,4XJXYvjW0CB2MLMk8l7Vdi,66,0.000696,0.518,238173,0.797,0.0,F#,0.107,-5.153,Major,0.0309,132.915,4-Apr,0.293,Alternative
413,Blind Melon,Three Is A Magic Number,1SX67Tr9tUsppN6jbdtyTt,41,0.162,0.574,-1,0.825,0.0,D,0.1,-6.467,Major,0.0518,?,4-Apr,0.65,Alternative
416,Rawayana,High,34wLF1rl1hMhBcb8KX0BRL,60,0.132,0.797,286715,0.804,0.0,A#,0.107,-7.068,Minor,0.0599,104.065,4-Apr,0.819,Alternative
418,From Ashes to New,The Future,59h3i22MBicerNR1llNXqv,47,0.112,0.597,225233,0.932,0.0,E,0.193,-5.227,Minor,0.0795,142.017,4-Apr,0.737,Alternative
422,Kota the Friend,Full Bloom,173QxtKJu2p6v7EsyG88f2,44,0.424,0.502,166125,0.678,0.0,C,0.348,-9.353,Minor,0.491,87.234,4-Apr,0.682,Alternative
426,empty_field,Hero (feat. Josey Scott),45eCilC717Z0LRfK9m9qdC,58,0.00216,0.427,200480,0.843,0.0,E,0.179,-4.54,Major,0.0364,?,3-Apr,0.304,Alternative
430,Four Year Strong,Love Song,0dBW6ZsW8skfvoRfgeerBF,44,0.0279,0.474,183853,0.943,0.0,F,0.346,-3.69,Major,0.178,?,4-Apr,0.549,Alternative
431,Tenth Avenue North,Control (Acoustic),7cBhzkTWSpHBGAiCZzSika,44,0.743,0.666,228999,0.408,0.0,B,0.11,-7.756,Major,0.0285,?,4-Apr,0.324,Alternative
432,Jason Isbell and the 400 Unit,Chaos and Clothes,483ziFAlrCE45oV13o9XcL,45,0.784,0.56,214945,0.204,0.0,F,0.109,-15.395,Major,0.0448,120.138,4-Apr,0.282,Alternative
441,Linkin Park,Forgotten,3bOdx2XcBY6doVuP1G8gkA,57,0.0132,0.615,194427,0.947,0.0,G#,0.366,-3.817,Minor,0.11,108.193,4-Apr,0.498,Alternative
444,empty_field,Hand Of Blood,4nZVaNOITejdbDqzi1wLSF,45,0.000246,0.375,217453,0.985,0.0,G#,0.07,-2.754,Major,0.0936,94.468,4-Apr,0.455,Alternative
446,Five Finger Death Punch,Remember Everything,6i4Gu9ogL4kClgBzj3NZ6g,56,0.00943,0.368,278813,0.824,0.0,C#,0.11,-4.07,Minor,0.0401,161.974,4-Apr,0.12,Alternative
448,Shane & Shane,Psalm 34 (Live),38YgZVHPWOWsKrsCXz6JyP,50,0.163,0.596,399291,0.612,0.0,D,0.161,-5.812,Major,0.0316,?,4-Apr,0.359,Alternative
455,Bad Wolves,Hear Me Now (feat. DIAMANTE),3myKrRi0ZXU9pRfGgpUCTj,58,0.00343,0.338,219760,0.806,0.0,A,0.144,-7.417,Minor,0.0767,160.821,4-Apr,0.278,Alternative
457,WATCH THE DUCK,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,6AUzap4lb7iPCij0PHk4ZM,56,0.0335,0.77,249231,0.79,0.0,C,0.0937,-5.007,Major,0.0912,104.062,4-Apr,0.261,Alternative
468,empty_field,Losing You,7waIDkggFqghfb8xhNMMm7,42,0.014,0.174,237867,0.912,0.0,D,0.306,-4.208,Minor,0.128,179.946,3-Apr,0.188,Alternative
469,Dr. Dog,Shadow People,00FuOCmghgctxEsVVMGKDk,47,0.119,0.434,253093,0.707,0.0,G,0.0997,-5.472,Major,0.0399,176.612,4-Apr,0.477,Alternative
473,empty_field,Hymn #101,0pbr3g8GP1OPCdmHJNtXpQ,47,0.852,0.583,280000,0.343,0.0,D,0.117,-9.586,Major,0.0383,115.806,4-Apr,0.28,Alternative
474,Tierra Whack,Dr. Seuss,2nktofG1c0CP4VmsUYBLTR,48,0.649,0.792,-1,0.605,0.0,C#,0.0994,-9.781,Major,0.641,89.804,4-Apr,0.352,Alternative
477,Big K.R.I.T.,High End Country (Interlude),7mKhVKaMgTK9IUpK3KKoEO,21,0.551,0.629,46422,0.269,0.0,A,0.478,-12.818,Major,0.941,172.935,3-Apr,0.739,Alternative
482,Jordan Feliz,Witness,7dlYENvIEifg3dOIuDOsj2,50,0.0265,0.55,216787,0.81,0.0,D,0.127,-4.77,Minor,0.0486,91.954,4-Apr,0.411,Alternative
485,empty_field,A Little Light,0s0lnAIcclHVjQ4fITlOoU,41,0.138,0.623,99773,0.572,0.0,F,0.132,-7.105,Major,0.0323,109.377,4-Apr,0.844,Alternative
486,empty_field,This High,3qwTJFzZawintyB8ssEh6P,48,0.0329,0.578,217320,0.647,0.0,D,0.298,-4.708,Minor,0.0372,151.116,4-Apr,0.271,Alternative
492,Carousel Kings,Grey Goose,5XcaqwXb0nKXRUbUVzG1SK,44,0.000504,0.335,207880,0.982,0.0,G#,0.361,-2.397,Major,0.185,179.864,4-Apr,0.225,Alternative
